Frame,Ch3_max_amp[mV],Ch3_10%_amp_time[ns],Ch3_time_over_50%_amp[ns],Ch3_integral[V*s],Ch4_max_amp[mV],Ch4_10%_amp_time[ns],Ch4_time_over_50%_amp[ns],Ch4_integral[V*s]
19,38.57343749999984,42.44697777777778,85.64920863309352,4.403493757812492e-09,22.602343750000387,43.39200000000001,82.82179006174667,2.9257454531249907e-09
20,23.759375000000027,45.03131343283582,0.4024673005608261,2.6789622421874908e-09,33.7539062500003,45.93070038910505,85.84365223351074,4.242632218749994e-09
21,17.142968749999987,38.55067676767677,65.07861947748708,1.832608132812492e-09,53.194531249999244,38.19547314578005,89.0127528921177,6.567451179687533e-09
22,19.712500000000333,43.832873469387756,76.40661214511395,2.0623650781249997e-09,36.83515624999991,44.142384615384614,84.8514094387755,4.802784664062498e-09
23,25.085156249999585,45.582755434782605,0.5042074307011715,2.9909691249999775e-09,56.17656249999996,45.35682802547771,83.80996587452547,6.5303256953125205e-09
24,31.483593749999983,43.46641295546559,86.52798427295767,3.694160414062502e-09,26.744531250000136,44.60786897880555,0.7251707853535659,3.3959823828125005e-09
25,62.94062499999953,47.81853731343281,89.36714935177206,7.205860648437452e-09,39.98281249999991,48.44355985915493,84.24860470861677,4.936178039062502e-09
26,18.016406250000117,38.949964664310954,0.38730471874166106,2.1159681250000107e-09,18.167968750000085,40.19613731343283,0.4144951616107251,2.2388048593749785e-09
27,19.869531249999994,42.767529411764706,86.84553113553109,2.3116827109375016e-09,26.430468749999747,42.405267241379306,82.71097912530867,3.407686070312506e-09
28,65.69140625000003,45.395514705882356,89.48845227042983,7.754865296874987e-09,31.93749999999973,46.16873031026253,78.46159993552544,3.942507757812481e-09
29,31.653906249999864,39.132691823899364,88.54635241596657,3.718090046875021e-09,19.437499999999908,39.076058715596325,0.6853283470456323,2.684463031250014e-09
30,95.91875000000059,46.076402061855674,91.77127437629913,1.1297350578124938e-08,29.835937500000043,46.56590497737557,86.61615825323416,3.761213382812539e-09
31,56.157031250000244,41.44114346895075,86.45737073265141,6.395487539062477e-09,22.690624999999542,41.98408389261745,90.61241378395137,3.1807213671874948e-09
32,99.68203135000095,47.74203061355104,89.52295769582993,1.1636400242257462e-08,46.42187500000006,49.00071428571428,84.34433978132894,5.745675609375025e-09
33,16.48593750000007,40.18653714285715,0.4393109021292254,1.959087492187507e-09,41.23515624999996,39.480760989010996,91.31044053398018,5.3266627109375374e-09
34,26.72421875000026,39.06937254901961,87.62451587765467,3.05702857812502e-09,21.297656250000152,40.3149902912622,69.71245566542008,2.7502238906249802e-09
35,17.526562499999976,41.720366834170854,0.7594393166545303,2.1631802343749855e-09,22.832812500000088,42.08695539033457,0.3980009737377087,3.048424585937529e-09
36,17.100000000000115,37.50441083521445,0.666961988304053,1.899323242187485e-09,42.057812500000935,38.03098039215686,82.62386544692177,5.0964177499999915e-09
37,26.345312499999807,45.856746048472075,92.63253962354892,3.1939116796875013e-09,51.10625000000084,46.01403861003862,87.92303122086905,6.395256851562514e-09
38,15.327343749999756,18.58708196721311,0.5910987162572078,1.81903160937501e-09,21.30390624999947,19.37384357541899,0.5121528417820117,2.866397968749973e-09
39,38.264843749999855,47.017724137931026,0.39372496446896477,4.614204218750011e-09,27.492968749999847,46.72711538461537,81.73352869687261,3.5210782578124685e-09
40,16.758593750000017,38.40964784053156,0.7719554130080414,1.9512723281249866e-09,27.035156250000014,39.21407751937985,75.0414517374517,3.3640061171874705e-09
41,18.393750000000253,43.641951219512194,76.596811945117,2.145504476562486e-09,28.264062500000087,44.57898915401302,88.41450449888649,3.901096617187492e-09
42,23.603124999999814,27.446983277591972,82.45426685262677,2.7417030859375076e-09,18.542187500000296,27.968456790123458,1.1372719982503205,2.7383452734375153e-09
43,19.47031250000002,38.999761904761904,0.5802735717943095,2.1491784609374984e-09,21.728125000000098,39.81661835748792,75.61457507557927,2.91691921093752e-09
44,31.360156250000063,35.53102097902098,88.7968832187139,3.775369242187497e-09,18.837500000000418,36.33645410628019,75.26707577067181,2.4739412734375016e-09
45,39.824218749999574,33.62121142857143,87.12981757087496,4.6023909765625125e-09,20.021875000000122,34.3677261904762,92.22315224034591,2.741923570312478e-09
46,17.90078125000001,37.99766462167689,0.8086836968125664,2.0344088749999986e-09,33.280468750000125,37.55455909090909,88.68603201575529,4.267648703125022e-09
47,52.30859374999923,42.73065454545454,83.41566017315853,6.07096938281254e-09,22.341406249999984,44.30692748091603,67.41344450748842,2.7395634218749764e-09
48,61.96328124999937,45.56236363636363,84.51965426735576,7.1563448359375206e-09,30.739062500000003,45.60249329758713,86.429206700001,3.9720622656249975e-09
49,29.686718750000196,46.81714361702128,80.43634978969725,3.3760155937499978e-09,49.35234374999986,45.87908311688312,95.31066565281887,6.3094951796875026e-09
50,48.730468750000355,41.91889754098361,77.04571924789718,5.482398984374954e-09,21.37343749999996,41.73303184713376,0.5023747122990562,2.853193796875016e-09
51,24.053906250000168,36.34289666136725,0.4540175754133509,2.632626617187487e-09,19.55078125000007,37.63653974121997,79.9242570532915,2.511558179687518e-09
52,21.762499999999996,43.45173333333334,76.38671051212937,2.545702664062497e-09,22.250781249999818,44.62145555555556,0.6420294690019503,2.8191436640624813e-09
53,65.80859375000045,46.09508552631579,86.30193887362667,7.552826210937562e-09,29.799999999999827,46.83542125984252,79.56503674051314,3.681549968749981e-09
54,30.803124999999554,46.77423076923077,82.08265964754467,3.5620322890624855e-09,48.47343750000057,46.67853776435045,90.83838063806361,6.052222468750055e-09
55,20.286718750000077,42.548095238095236,81.77503220978653,2.2236310937499946e-09,68.85312500000111,40.600207171314736,80.62439001143731,8.274371539062517e-09
56,18.721093749999973,43.100256880733944,0.7738836262797135,2.1045461406250014e-09,21.04062500000019,44.557763676148795,79.4304059383341,2.7152941328124948e-09
57,17.112499999999997,32.551928802588996,80.31400217535237,1.8867134375000063e-09,55.48593749999995,30.73344194756554,87.14651209429105,6.8486552343750355e-09
58,21.625000000000583,39.48684989429176,85.4172877183203,2.586941453125003e-09,23.317968750000517,39.341483013293946,0.9084455645159506,3.116603500000025e-09
59,17.03203124999977,37.60719248826291,0.39374655647384754,2.1819751406250026e-09,34.10781250000028,38.252311688311686,76.25942781265086,4.19164967968748e-09
60,42.15703124999983,44.69451675977654,83.54053205675287,4.674513781250021e-09,27.14453125000027,45.95418300653595,76.71374710139992,3.424775421874984e-09
61,20.652343749999957,43.22393821138212,0.4104590859332254,2.431622960937492e-09,83.93281250000086,43.224350467289725,92.23710273647438,1.0308919257812466e-08
62,15.717968749999933,28.7831536643026,0.8430281640762032,1.693811367187499e-09,28.281250000000213,27.12125806451613,94.59038710694782,3.8373570234375046e-09
63,27.064062500000574,46.330673539518905,0.4350908509957702,3.2220723828125105e-09,35.98125000000039,46.823274336283184,82.07643798546714,4.42135113281248e-09
64,43.795312499999994,45.068785109983075,83.10710438463968,4.931435945312533e-09,24.03671875000022,46.53806649616368,82.38758308624776,3.274421601562524e-09
65,53.24921874999973,47.32173684210526,91.05287232090839,6.159501578124994e-09,34.878906249999986,48.405230769230776,85.63920423820723,4.565034312500009e-09
66,45.935156249999665,38.38638674033149,89.68892989464403,5.3689238281249875e-09,20.85546874999995,39.215411402157166,79.44313837775593,2.68208651562499e-09
67,53.89062500000037,48.666937685459935,92.09307484781395,6.542409960937491e-09,48.67265624999959,49.80351750972763,81.25196526073314,5.822386289062511e-09
68,24.267187500000276,41.420822784810134,81.43921359691873,2.6459902578124843e-09,22.880468750000027,42.67227819548872,75.42521631326956,3.022210742187504e-09
69,17.105468749999986,33.42479500891266,0.5810322128851685,1.878101562499988e-09,42.26640625000009,33.13823467600701,82.01059525899922,5.156058749999992e-09
70,74.34609375000036,37.900778135048235,85.3044039774668,8.416543296874904e-09,21.19921874999946,39.44751121076233,78.68405484083536,2.6871447500000043e-09
71,20.370312500000054,45.50638247011952,0.39068904426595846,2.1872032968749988e-09,52.40312500000002,43.767910052910054,93.111585051816,6.68475408593754e-09
72,24.558593750000135,45.074686679174484,0.4985442916533129,2.8726952734374814e-09,28.119531250001017,45.837475728155354,84.5524299952538,3.80203769531251e-09
73,20.72734375000067,44.62486414253898,0.4640125720272042,2.4731493203124904e-09,100.21484355000183,43.18504923512395,89.49484767321323,1.2025173077824971e-08
74,30.55937499999999,48.16518639053254,84.18719948547299,3.5139580390625034e-09,46.7937500000005,47.77151138716357,91.14199202884807,5.8601600078124386e-09
75,54.27499999999981,41.779880085653105,90.03762890276565,6.3691130468749814e-09,24.040624999999594,43.90750657894737,74.75481556107322,2.9484364453124906e-09
76,31.81093749999988,45.78035266821345,91.39212164750973,3.771067796875e-09,33.77265625000003,46.81162032884903,0.38821661935771656,4.3009596875e-09
77,23.832031250000085,44.125936073059364,0.49148734287903695,2.6451468671874995e-09,51.057812499999855,44.43520205479452,81.59227432499287,6.156152312500001e-09
78,120.47109389999946,41.28094864916757,88.02906760691857,1.377499225783003e-08,22.064062500000503,43.16898148148148,0.39644131268138266,2.814673664062494e-09
79,29.017968750000023,39.561195652173915,80.47533357942663,3.3421105078125367e-09,19.895312499999918,41.14558860759494,64.3570194876631,2.400136421875012e-09
80,30.718749999999773,46.76445921450151,86.21580408087318,3.706711570312537e-09,28.892187499999977,46.31348672566373,0.717315198107517,3.696254843749985e-09
81,37.968749999999574,44.196291304347824,97.17516583328646,4.745039828125013e-09,28.678124999999355,46.282931654676254,85.71440188679243,3.701054124999987e-09
82,45.59999999999995,47.67832587859425,88.07048752834488,5.204337812499984e-09,30.63281250000003,47.38405962059621,91.37116404948847,4.015168062499999e-09
83,181.83437529999935,41.87498652929327,91.04050414358514,2.1489274509077577e-08,24.22265625000044,43.84718309859155,0.41574276278093486,3.170734687499992e-09
84,24.753125000000153,45.38525888324873,87.81927599009897,2.8627501484375016e-09,38.863281249999204,45.49804203152364,89.57595711795872,4.890819906249978e-09
85,35.82343750000021,48.17818320610687,88.80438921543578,4.129977476562513e-09,42.982812500001444,49.04674261603378,89.35613250517638,5.4850446484374634e-09
86,15.695312499999936,39.01783002832861,0.7174819257311988,1.6915427656249953e-09,57.101562500000824,39.64814081408141,87.37185048390971,7.09128439062502e-09
87,67.0843750000003,49.41579354838711,83.81375317382373,7.572253617187465e-09,58.74765625000009,49.401300813008135,83.27965761697222,6.963775242187477e-09
88,36.59062499999948,46.175775280898876,88.79916835357596,4.2011048359375054e-09,30.55000000000021,46.6072403846154,86.14231812308986,4.0433966640624866e-09
89,29.95312499999976,46.411671641791045,87.47519051553968,3.5221299140625296e-09,33.30078125,46.91506172839506,85.89679256965931,4.349815374999973e-09
90,29.440625000000153,44.965986111111114,81.3472835564109,3.2942785468749785e-09,26.70937500000008,44.923262222222235,0.4533011703186959,3.566755273437475e-09
91,52.53203124999999,46.443222222222225,92.2964395984026,6.297496125000082e-09,31.828125000000185,47.62510195227765,80.43052349963838,3.915457359375013e-09
92,52.310156249999906,45.706737373737376,84.06939518103357,6.1149141406249695e-09,26.457812500000344,45.328766536964984,77.99514247299147,3.2998357031250196e-09
93,16.972656250000107,34.07916875,88.84997589231901,2.0047225781250024e-09,45.283593749999795,33.69010590631365,87.1528302397806,5.606077468749998e-09
94,60.1796874999998,26.773710014947685,94.63911648155373,7.432243250000029e-09,18.003124999999898,27.947333333333336,73.44093577884485,2.3052400468749772e-09
95,36.67187499999969,46.455160751565764,92.89659772967299,4.625099140625028e-09,30.488281249999716,46.73354022988507,80.13685914256733,3.8108997578124906e-09
96,16.6757812500002,23.9914619883041,0.7856870559694827,1.7475214218749958e-09,22.21328125000035,23.663880774962745,74.83999806426635,2.7951730312499915e-09
97,28.30312500000005,46.22308559498956,83.30249999999987,3.223897312499994e-09,38.27265624999896,46.19273245614035,93.50628059505982,5.042205187499999e-09
98,20.88828125000015,45.04315950069348,81.5159358597665,2.4432815937500094e-09,45.69375000000022,45.24266954643629,89.841779316495,5.886036460937517e-09
99,48.90703124999973,44.046443548387096,82.0431167984039,5.550367890624982e-09,24.282031250000102,45.321802898550715,0.433110766045543,3.2279500000000035e-09
100,55.88125000000019,48.20091061452514,89.50427190899562,6.547461640625084e-09,51.96796874999947,48.90641635687734,89.53658643940845,6.3453696640625215e-09
108,16.46250000000009,43.863662835249045,0.6994273214621447,1.7767733515624847e-09,16.695312499999737,44.075781350482316,80.49243342813392,2.2951019843750035e-09
109,18.70078124999992,39.68866666666667,86.41143073117095,2.2527738515625056e-09,6.525781250000051,14.86699130434783,6.648896103896098,1.0877899296875002e-09
110,75.29609374999993,49.89891338582677,85.43088789794504,8.605423617187385e-09,16.19375000000005,50.54412371134023,0.457930705657961,2.1241587187499927e-09
111,26.870312499999827,46.829330543933054,0.41801786517576395,3.105738023437463e-09,6.392968749999994,1.8347031249999584,4.541889717712532,1.0398997656249957e-09
112,36.0460937500001,48.61508067542214,88.36769470699439,4.142983734375005e-09,13.642968749999618,49.517372262773726,0.6789638402138825,1.758309406249994e-09
113,60.76874999999973,49.13804444444443,84.76251252045452,6.8858649921874995e-09,31.31093749999962,50.34298780487804,83.78564931401101,4.025538398437489e-09
114,23.805468750000003,25.76814512471655,76.0547210702334,2.708060265625001e-09,18.441406250000014,26.01323211678832,0.4147725664286145,2.386621718750004e-09
115,46.17578124999966,48.8635,83.00005386187584,5.327644499999969e-09,41.48515624999973,49.05858095238096,94.47813510520463,5.5192441484374895e-09
116,24.190624999999955,46.374078498293514,82.30492907801418,2.903367820312484e-09,49.07734374999961,46.38453714285711,86.8057704207922,6.1228358984375214e-09
117,19.117968749999825,42.33506382978721,70.92506552125799,2.0856019921874993e-09,38.08828125000012,41.69717647058824,83.89645740518347,4.655877242187516e-09
118,81.07031249999963,44.922971209213046,85.93932036901808,9.097529656249935e-09,22.159375000000026,46.00435051546393,0.5734174183830687,2.6867707187500066e-09
119,22.95625000000001,39.304011661807586,0.43808691593148197,2.5452911718750154e-09,21.423437499999665,39.04241290322581,0.385914997096421,2.767344468750009e-09
120,16.67500000000004,35.991116279069765,0.5626077321308636,2.0143129765624974e-09,47.64140625000017,37.22497101449275,91.80487047344218,6.079931593749972e-09
121,31.235937499999622,46.50889130434782,79.84678008895722,3.5824776875000047e-09,85.64453124999929,46.44496621621621,93.06280383383373,1.0626966890624951e-08
122,28.01093750000021,46.24410791366907,83.35553441463935,3.2355483828125116e-09,83.88828125000032,45.525007751938006,92.1379452324665,1.052485198437493e-08
123,73.2875,47.139785876993166,87.6041431751301,8.231675843749998e-09,40.65390624999985,48.01247368421048,87.60649715099699,5.298239140625018e-09
124,32.13906249999994,41.440690196078435,88.46109699570823,3.875662085937505e-09,20.22031250000005,43.01376246334311,77.58818272980506,2.728571804687509e-09
125,55.97187500000054,40.6136267281106,87.86870140668705,6.512203492187495e-09,19.854687500000168,41.26603020134228,87.99243729517616,2.769622976562519e-09
126,37.247656250000105,41.49363059701493,83.96676154236431,4.357960679687465e-09,21.796093749999912,41.70400968523002,79.78348816827344,2.86915993750003e-09
127,19.669531250000016,,0.7130879036834165,2.085518921874997e-09,23.8632812499997,39.78906498951782,85.59052127803696,3.2643905703124836e-09
128,28.207812500000173,46.34673245614035,0.444707052441197,3.2308049531249907e-09,36.8671875000004,46.38525052631579,82.14238819430201,4.587865874999977e-09
129,37.16484374999958,47.534573705179284,89.06992099884715,4.384613898437504e-09,51.390625000000156,47.762594142259424,82.15173760894425,6.0878853515624965e-09
130,37.48359375000021,48.065279361459524,81.53302370509608,4.169064328125024e-09,57.62265624999898,47.44938738738739,84.06324676219349,6.9086349453124554e-09
131,32.0593750000004,45.05567021276596,93.58264304697126,3.973867812499982e-09,23.471093749999916,44.56135661764706,0.6009048434758282,3.040228343750036e-09
132,33.865624999999966,47.51213354037267,0.4563456146430608,3.877640710937513e-09,49.85624999999985,47.78018826739427,86.28375843711339,6.0829804374999975e-09
133,31.719531250000447,40.64290937996821,0.4011691133860429,3.6282450546875025e-09,22.48281249999966,41.531855371900825,0.7624818793004109,3.1027399921874673e-09
134,58.81874999999965,45.720509615384614,86.1052125043907,6.70492872656253e-09,25.34921875000009,46.591397489539744,83.13354983358965,3.248968835937498e-09
135,14.762499999999967,35.27217177914116,0.4271885323063296,1.5611359843750004e-09,21.411718749999764,36.0629423076923,80.83132878255684,3.073191257812482e-09
136,25.308593750000163,47.63292217898833,78.29725346481878,2.8367465000000276e-09,31.246874999999363,46.64459354838709,91.16562830687815,4.140732617187514e-09
137,75.15859375000034,42.28640430107527,86.31167396699549,8.635539390624934e-09,23.069531249999997,44.34786348122867,0.7584809160305307,3.0684667265624954e-09
138,53.520312500000244,44.33669306930693,93.50179933566353,6.431739296874955e-09,25.27968749999978,45.563413698630136,78.63828922420174,3.2400266953124856e-09
139,17.30859374999998,34.75006489675517,0.4638908528501989,2.118765828124993e-09,20.94296875000019,37.52363701067616,0.43831404726836376,2.808257648437478e-09
140,31.958593749999764,41.205194888178916,79.58652546296284,3.6252549296875093e-09,22.992187499999872,42.75279442508711,0.49305681818183494,2.992346718750007e-09
141,16.438281249999775,41.62421553090333,0.5178185470371972,2.0122186875000133e-09,22.280468750000004,40.870350058343064,0.5105016085856752,2.9835080390625e-09
142,33.232812500001074,40.56182995951418,93.23757247969424,3.913251687499962e-09,21.39765624999992,41.747388145315476,83.40401086956516,2.7930138281249887e-09
143,34.713281249999994,45.732181818181814,93.89288918892498,4.080846140625003e-09,45.103906249999426,46.251473186119874,90.31006136368062,5.699973101562496e-09
144,28.970312500000084,44.42035833333334,82.98623640089721,3.181465578125018e-09,23.56249999999971,45.53968152866242,71.27230563897247,3.0217200468749925e-09
145,23.360156249999697,44.94814332247557,81.40659553849855,2.693141046874991e-09,35.950000000000415,44.30985454545455,84.98150054450046,4.495556976562486e-09
146,51.0507812500002,43.08926952141058,91.07389540679382,6.208824984375037e-09,25.006250000000563,43.06276579925652,88.29651876159208,3.2695512031249698e-09
147,23.639843750000367,43.21556848030019,0.500793511507741,2.6108036406249976e-09,34.69062500000035,42.84859113300493,90.97600400240526,4.493153007812492e-09
148,29.485937499999793,41.47157552581262,84.91773794549263,3.4161691484374913e-09,20.676562500000095,42.383174418604646,0.4563999478398594,2.634428273437505e-09
149,19.884375000000176,42.39123890063425,0.5432750666103388,2.1962910859374974e-09,74.87421874999995,42.15291376701967,98.17252640354899,9.636866843749972e-09
150,43.56406249999978,41.50381703470032,92.2118000535153,5.07516199999998e-09,23.614062500000088,42.43806425702811,0.5782391833552836,3.1078401640624757e-09
151,38.98124999999979,48.0024449064449,0.38536261109319303,4.329231601562475e-09,38.72265625000004,47.71160883280758,77.63652908777976,4.90098315625001e-09
152,38.330468749999724,44.13901149425287,80.48315632965162,4.555454414062525e-09,25.649218750000813,45.60289125799574,0.4697707244424078,3.216363484374969e-09
153,67.49374999999986,44.486,87.60328082891931,7.742044078124972e-09,23.215624999999918,45.69225839793282,77.6265251984026,3.0041497890625143e-09
154,17.874218750000104,39.57908,0.47574690564082667,2.0149612890624917e-09,22.774218749999875,39.860589147286824,81.203528897105,3.0830775937499765e-09
155,85.15703125000016,45.488309927360774,92.78316102473931,9.978243843749993e-09,35.160156250000085,46.43187118644068,81.19510802501301,4.281486015624987e-09
156,34.51484375000078,47.41140585774059,84.86242910122235,3.939283273437521e-09,72.59140625000029,47.6781,90.05847643797644,9.04968200781245e-09
157,41.439062499999935,40.25981144781145,87.20945752608046,4.60700791406249e-09,21.543749999999662,41.37843697478991,69.51421523101926,2.753629367187493e-09
158,18.14140625000018,36.13001470588235,67.77229851708577,1.8728565078124978e-09,33.171093750000225,36.30179545454546,80.20888163693738,4.1461707031250315e-09
159,23.17343749999985,37.335690721649485,1.2361672278339186,2.6089923828124885e-09,20.199999999999818,37.58424999999995,0.5841721122390942,2.5780066093749892e-09
160,32.69843750000021,45.68993586005831,94.65901133501254,4.0033844062500175e-09,29.827343749999713,46.14148469387755,93.03505404273147,3.9164257968750334e-09
161,17.226562500000142,39.0591,72.21178868058851,1.9314773281250052e-09,46.63046875000063,40.19571764705882,87.17655983887535,5.786931140625022e-09
162,18.590625000000216,37.10995724465558,0.39358090048006633,1.9254572890625118e-09,33.69062500000055,36.80279389312977,0.49353816914788967,4.3219835078124896e-09
163,22.88984375000016,31.27643708609272,83.6596343695231,2.7065087265625086e-09,20.202343749999585,30.893988130563798,82.81106126749091,2.9683855624999698e-09
164,25.694531250000452,45.97615736040609,89.48537813839549,3.075640820312531e-09,44.363281249999886,46.42495098039216,87.04668551544133,5.552373578124977e-09
165,17.620312500000068,38.99424489795918,72.78991395996296,1.7934674218750076e-09,68.32656249999971,38.2768705882353,90.53513651979998,8.353617757812512e-09
166,19.503906249999936,34.02229756097561,84.7058505249666,2.2088957421875124e-09,47.94218749999928,33.883185468451245,85.01672700030012,5.946135226562502e-09
167,16.575781250000077,41.69200763358779,80.30618141025619,2.008110867187495e-09,26.612499999999883,42.84456315789473,82.37982372252314,3.471388921874975e-09
168,37.12421874999983,47.43284466019418,79.08020082815737,4.14210579687498e-09,83.86562499999997,47.11691596638656,89.13417716611747,1.0205716476562565e-08
169,47.56562500000072,48.72548235294119,89.07564303529634,5.4870780234374925e-09,51.91093749999993,48.91358291457287,90.63579097196286,6.439983671874994e-09
170,39.71093749999959,47.49138163265306,92.66000184411067,4.805597789062488e-09,34.69453125000044,48.34388557213931,80.18523063586686,4.273787054687515e-09
171,29.34531249999992,43.66296903460838,86.88387722345328,3.2131136249999965e-09,25.9367187499997,44.16240316205534,82.76121324912098,3.3723136875000315e-09
172,19.56093750000001,42.867739837398375,71.14723244209432,2.1148508749999986e-09,77.61718749999957,42.22735463258786,90.51344592897607,9.507415562500022e-09
173,66.85859374999978,47.25835897435897,90.43824475771501,7.692775671874972e-09,30.210937500000057,48.10450975292588,100.90479764314762,4.133022882812506e-09
174,103.30156270000046,48.00388461679121,89.13907834202199,1.1926793377289996e-08,39.10312500000046,48.57069121813032,88.37750268138946,4.864701679687535e-09
175,30.828906250000188,46.850104615384616,84.29665377176022,3.600421734374997e-09,31.583593750000105,48.19203867403315,77.15202472093262,3.771320000000025e-09
176,39.661718750000574,43.50245754716982,86.22651301941254,4.439818210937492e-09,23.55234374999995,43.927257425742596,0.5137192169532622,2.9895208281249896e-09
177,51.575781250000574,48.59056174334141,92.10252279785445,6.2063450156249755e-09,47.29140625000028,49.3307741935484,90.07263447994275,5.97848225781249e-09
178,49.28437499999987,45.61948427672956,83.50697845898935,5.538617851562518e-09,29.732812499999994,46.21975986842106,83.77310588992603,3.673180039062498e-09
179,41.40546874999984,33.48261208576998,88.85754579775507,4.825920007812514e-09,18.480468750000156,34.31848257372654,68.01986906748965,2.4736853124999933e-09
180,17.999218750000168,39.82918556701031,74.82789263326573,2.0375755546875053e-09,39.60078124999988,39.36310416666668,85.36179586335605,4.9394199062499636e-09
181,59.607812499999824,43.07935294117647,85.86437088371665,7.017907976562566e-09,20.75156249999992,43.76516198704104,76.65482123593766,2.7480363203124837e-09
182,23.445312499999815,41.88966004962779,0.46956562703054594,2.7482372187499936e-09,23.984375000000036,42.9799173553719,1.0321896881496928,3.019291468750013e-09
183,36.72656249999946,46.03738303341902,92.60996748750227,4.285258734374987e-09,33.62812500000025,46.209910326086955,82.78753514375556,4.298297093749976e-09
184,26.10781249999974,38.752317848410755,0.43248635422551535,3.0586941171874834e-09,19.546874999999986,41.535839080459766,0.7545171249666393,2.5923594765625088e-09
185,27.752343750000463,46.020953367875656,75.50571193905503,3.065195664062465e-09,29.92343749999975,46.39574825174825,87.86846176118003,4.001621710937535e-09
186,23.417187499999947,44.959133928571426,91.81146064348835,2.754923960937518e-09,66.11406249999945,44.130814070351754,89.81753631726421,8.211273398437452e-09
187,60.19453124999998,43.201753794266445,95.17971142221798,7.572469406249995e-09,25.619531250000094,44.917588118811885,76.21715791262963,3.0580459609375108e-09
188,19.18828124999994,39.560518367346944,0.4623350079033455,2.0038815468749993e-09,38.07578124999971,39.80893081761006,88.1911067469116,4.826282570312514e-09
189,21.93671874999996,43.913902255639094,82.90285115532237,2.5690543281250057e-09,57.83437499999877,44.1568599348534,83.0529668439161,6.7706257578125154e-09
190,41.20781249999972,47.91691919191919,83.92497780797112,4.67229971093749e-09,187.38749990000088,46.87964850570123,90.65516923881121,2.2251377689294954e-08
191,31.592187499999724,47.10393802816901,89.47099917175204,3.663014484375005e-09,116.61406220000146,46.11285591901855,93.28644477951812,1.434024500805499e-08
192,33.55234375000009,46.92701746724891,84.6969892537852,3.8858657109375125e-09,22.048437499999984,47.33486327077748,89.39275850923646,3.177813148437507e-09
193,31.898437499999947,45.33588141025641,75.07775178118574,3.4342614218749817e-09,41.23046875000007,45.93688986784139,88.10941320598019,5.296751890624973e-09
194,30.14687500000015,45.09532492113565,0.48702340143515227,3.2984535156250023e-09,28.04921875000055,46.99908750000001,75.06836795449993,3.6088774609374904e-09
195,87.67109374999933,39.240769230769224,93.10096793738326,1.0367992132812498e-08,22.252343750000136,40.09848812095033,71.12482151535232,2.8015141718750182e-09
