Index,CH_Id,ToA_ns,ToT_ns
290,16,229.0,20.0
290,17,227.0,28.5
290,18,230.0,22.0
291,14,220.0,37.0
291,16,227.5,16.0
291,17,218.5,40.5
291,18,228.0,19.5
292,10,224.5,16.5
292,16,221.5,21.5
292,17,217.5,31.5
292,18,219.5,27.5
293,3,223.0,26.0
293,16,223.5,26.0
293,17,229.0,16.5
293,18,221.0,34.5
294,7,221.0,27.0
294,16,224.0,21.0
294,17,225.5,19.5
294,18,222.5,26.0
295,9,221.0,28.0
295,16,224.5,20.5
295,17,219.0,40.5
295,18,221.0,32.5
296,9,225.0,18.5
296,16,226.5,16.5
296,17,222.0,26.0
296,18,226.0,18.0
297,15,218.5,28.0
297,16,223.0,16.0
297,17,213.5,43.0
297,18,222.5,21.0
298,7,221.5,36.0
298,16,227.5,20.0
298,17,223.5,28.0
298,18,225.0,26.0
299,6,219.0,28.5
299,16,221.0,21.0
299,17,222.5,20.0
299,18,219.5,26.5
300,6,220.5,29.0
300,16,218.5,32.0
300,17,227.5,14.0
300,18,221.0,26.5
301,10,223.0,23.5
301,16,221.5,22.0
301,17,220.5,26.0
301,18,223.0,20.5
302,6,224.0,28.5
302,16,226.5,19.5
302,17,227.5,16.5
302,18,223.5,30.0
303,5,221.5,24.0
303,16,219.5,26.5
303,17,225.5,19.0
303,18,218.5,32.0
304,2,220.5,23.0
304,16,220.0,24.0
304,17,218.5,28.0
304,18,226.0,16.5
305,6,223.5,32.5
305,16,225.5,24.0
305,17,228.0,21.5
305,18,224.0,29.5
306,7,216.0,31.5
306,16,225.5,7.5
306,17,225.0,11.5
306,18,218.0,25.0
307,4,218.0,30.5
307,16,219.5,22.5
307,17,227.5,13.0
307,18,218.0,30.0
308,6,216.5,30.0
308,16,217.0,30.5
308,17,223.5,18.5
308,18,218.5,27.5
309,8,225.0,30.0
309,16,229.0,20.5
309,17,226.5,29.0
309,18,226.0,31.5
310,13,212.5,42.5
310,16,223.0,12.0
310,17,213.5,32.0
310,18,223.5,15.0
311,10,226.0,29.0
311,16,228.0,21.0
311,17,225.5,31.0
311,18,228.0,24.5
312,1,226.5,18.5
312,16,222.5,27.0
312,17,230.0,12.5
312,18,220.5,35.5
313,3,212.5,46.5
313,16,218.0,23.5
313,17,225.0,15.5
313,18,216.0,31.0
314,6,220.5,29.5
314,16,222.0,24.0
314,17,229.0,17.0
314,18,221.5,28.5
315,9,224.5,37.0
315,16,229.0,22.0
315,17,228.0,24.0
315,18,230.5,21.0
316,12,213.5,28.5
316,16,219.5,17.5
316,17,213.5,31.0
316,18,223.5,9.5
317,2,216.0,49.0
317,16,219.5,25.0
317,17,230.0,13.5
317,18,218.5,35.5
318,13,217.0,39.5
318,16,224.5,15.5
318,17,217.0,33.0
318,18,225.5,14.5
319,8,224.0,24.5
319,16,222.5,27.5
319,17,224.0,28.0
319,18,224.0,26.0
320,8,227.0,26.0
320,16,226.5,30.0
320,17,226.0,33.0
320,18,226.0,35.0
321,4,213.0,30.0
321,16,213.0,25.5
321,17,222.0,11.0
321,18,213.5,30.0
322,10,224.0,23.0
322,16,225.0,17.5
322,17,220.0,30.0
322,18,224.5,22.5
323,12,226.0,8.0
323,16,219.0,22.5
323,17,213.5,40.0
323,18,220.0,22.5
324,7,223.5,31.0
324,16,223.0,29.5
324,17,221.5,45.0
324,18,222.0,47.0
325,11,221.5,28.0
325,16,223.5,20.5
325,17,220.5,29.0
325,18,227.5,16.5
326,7,225.5,31.0
326,16,227.5,26.0
326,17,229.0,23.5
326,18,227.5,27.0
327,9,218.0,35.5
327,16,221.0,25.5
327,17,221.5,26.5
327,18,223.0,24.0
328,6,215.5,31.0
328,16,216.5,26.5
328,17,223.0,14.0
328,18,217.0,28.0
329,10,225.0,33.0
329,16,225.0,30.5
329,17,224.0,37.5
329,18,226.0,31.5
330,6,222.5,33.0
330,16,222.5,29.5
330,17,230.0,15.5
330,18,224.0,27.0
331,2,223.0,15.5
331,16,217.5,25.0
331,17,229.5,3.0
331,18,216.0,36.0
332,11,218.5,36.5
332,16,227.5,14.0
332,17,219.5,31.5
332,18,222.5,24.5
333,7,227.0,33.5
333,16,228.5,29.0
333,17,227.5,35.0
333,18,226.5,42.0
334,5,223.5,25.5
334,16,224.5,21.0
334,17,225.0,21.0
334,18,223.0,27.0
335,1,216.5,35.5
335,16,217.5,28.0
335,17,224.5,19.0
335,18,216.0,39.5
336,15,219.5,28.0
336,16,224.5,11.5
336,17,214.0,39.5
336,18,222.5,19.0
337,4,227.5,20.5
337,16,225.0,27.0
337,17,230.0,17.5
337,18,226.0,28.5
338,12,223.5,24.5
338,16,226.5,18.5
338,17,221.0,34.5
338,18,230.5,13.5
339,2,222.5,25.5
339,16,223.5,22.0
339,17,230.0,13.5
339,18,219.0,42.0
340,3,221.0,24.0
340,16,218.5,34.0
340,17,226.0,16.5
340,18,218.5,34.5
341,14,224.5,24.0
341,16,225.5,20.5
341,17,219.5,37.0
341,18,226.5,21.0
342,13,223.5,34.5
342,16,227.5,20.5
342,17,221.0,42.0
342,18,228.0,24.5
343,4,214.0,27.0
343,16,212.0,30.5
343,17,222.0,15.5
343,18,213.5,27.5
344,9,226.5,12.0
344,16,228.5,8.5
344,17,219.5,32.5
344,18,220.5,30.5
345,8,226.5,31.0
345,16,228.5,22.0
345,17,228.0,27.5
345,18,228.0,28.0
346,14,216.0,30.0
346,16,225.0,9.5
346,17,216.0,26.5
346,18,226.0,10.0
347,14,218.0,31.0
347,16,220.0,28.0
347,17,215.0,47.5
347,18,229.5,11.5
348,12,227.0,31.0
348,16,229.5,26.5
348,17,225.5,40.0
348,18,230.0,28.0
349,15,219.5,32.5
349,16,219.5,27.5
349,17,216.0,40.5
349,18,224.5,19.5
350,12,217.0,28.0
350,16,219.5,21.0
350,17,216.0,32.0
350,18,226.0,11.5
351,8,216.0,33.5
351,16,224.5,13.0
351,17,217.5,30.0
351,18,218.5,28.5
352,11,213.0,30.0
352,16,216.5,18.5
352,17,213.0,29.5
352,18,225.0,9.0
353,2,220.5,25.0
353,16,219.0,30.5
353,17,229.5,10.0
353,18,216.0,46.5
354,6,218.0,35.5
354,16,221.0,24.0
354,17,225.5,20.0
354,18,220.0,28.5
355,6,220.5,29.0
355,16,221.0,25.0
355,17,224.5,18.5
355,18,221.5,27.0
356,4,214.5,27.5
356,16,212.5,32.5
356,17,223.5,7.5
356,18,212.5,31.5
357,10,223.0,28.0
357,16,227.0,15.0
357,17,224.5,20.0
357,18,228.5,17.0
358,11,218.0,35.0
358,16,220.5,22.5
358,17,220.5,25.0
358,18,227.5,15.5
359,3,223.0,33.0
359,16,224.5,29.0
359,17,228.0,25.0
359,18,223.5,39.5
360,14,218.5,29.5
360,16,225.0,15.0
360,17,216.5,32.5
360,18,228.5,13.0
361,0,218.5,33.0
361,16,221.5,26.0
361,17,221.5,26.0
361,18,222.5,24.0
362,13,223.5,36.5
362,16,228.0,21.5
362,17,222.5,36.0
362,18,230.0,21.5
363,14,220.0,31.5
363,16,225.5,16.0
363,17,217.5,38.0
363,18,226.5,17.0
364,10,219.0,26.0
364,16,222.0,18.0
364,17,218.5,30.0
364,18,220.5,27.5
365,7,218.5,31.0
365,16,222.0,18.0
365,17,224.0,20.0
365,18,220.0,27.0
366,5,225.5,14.5
366,16,219.0,26.5
366,17,220.0,27.5
366,18,218.5,34.5
367,7,228.0,26.0
367,16,227.0,26.0
367,17,227.0,30.5
367,18,227.5,34.0
368,7,227.5,22.5
368,16,226.5,26.5
368,17,227.5,25.0
368,18,226.5,29.5
369,8,222.0,34.5
369,16,223.5,27.0
369,17,223.5,30.0
369,18,224.5,27.0
370,8,223.0,8.5
370,16,217.0,21.5
370,17,218.0,22.0
370,18,217.0,24.0
371,9,227.0,31.0
371,16,230.0,22.0
371,17,229.5,25.0
371,18,230.0,27.0
372,7,219.0,31.5
372,16,220.5,24.5
372,17,223.0,24.0
372,18,223.0,20.0
373,11,224.5,31.5
373,16,228.5,21.0
373,17,224.5,29.0
373,18,228.5,22.0
374,5,224.0,27.0
374,16,223.5,26.0
374,17,225.5,27.0
374,18,221.0,42.0
375,12,222.5,27.0
375,16,229.0,16.0
375,17,223.0,32.0
375,18,228.5,16.5
376,11,217.5,29.5
376,16,223.0,17.0
376,17,215.5,35.0
376,18,221.5,21.5
377,5,221.0,25.5
377,16,218.5,29.0
377,17,222.5,22.5
377,18,219.0,29.5
378,2,211.0,29.5
378,16,213.0,23.0
378,17,223.0,8.5
378,18,210.0,35.5
379,13,214.0,37.5
379,16,228.5,2.5
379,17,214.5,32.5
379,18,220.5,21.0
380,4,222.0,14.0
380,16,217.0,22.0
380,17,220.0,19.5
380,18,214.5,32.0
381,11,223.5,35.0
381,16,227.5,21.5
381,17,224.5,31.5
381,18,229.0,21.5
382,9,216.0,33.0
382,16,225.5,39.0
382,17,218.5,27.5
382,18,219.0,25.0
383,12,217.0,26.0
383,16,223.0,16.0
383,17,215.0,35.5
383,18,222.0,21.0
384,5,226.0,37.5
384,16,225.5,37.5
384,17,229.5,27.0
384,18,227.5,31.5
385,11,222.0,19.5
385,16,221.5,17.5
385,17,216.0,32.5
385,18,224.0,15.5
386,6,226.5,30.5
386,16,228.5,25.5
386,17,228.5,28.0
386,18,226.5,33.0
387,9,222.5,24.5
387,16,222.5,25.5
387,17,223.5,27.5
387,18,224.0,26.5
388,8,219.5,28.5
388,16,222.5,21.0
388,17,222.0,23.5
388,18,223.0,24.0
389,9,218.0,34.5
389,16,224.0,17.5
389,17,221.5,23.5
389,18,223.5,24.0
390,1,214.5,25.5
390,16,214.5,24.5
390,17,223.5,9.0
390,18,210.5,41.5
391,15,219.0,27.0
391,16,228.0,8.5
391,17,213.0,55.0
391,18,222.0,22.5
392,6,223.5,28.5
392,16,224.0,25.0
392,17,226.5,18.5
392,18,223.5,29.0
393,8,222.0,29.5
393,16,222.5,32.0
393,17,224.0,24.5
393,18,225.0,25.0
394,12,229.5,24.0
394,16,229.5,24.0
394,17,226.5,35.5
394,18,230.5,27.5
395,7,227.0,25.0
395,16,227.0,25.0
395,17,230.0,21.5
395,18,228.5,23.5
396,6,221.0,24.5
396,16,220.5,18.5
396,17,225.0,18.0
396,18,222.5,18.5
397,13,215.0,41.0
397,16,223.5,16.5
397,17,214.5,39.0
397,18,224.5,18.0
398,8,218.5,31.5
398,16,223.0,18.5
398,17,220.0,30.5
398,18,220.5,30.0
399,13,217.0,36.5
399,16,223.0,20.0
399,17,216.5,40.0
399,18,221.0,27.5
400,12,221.0,35.5
400,16,228.5,19.5
400,17,222.0,34.5
400,18,228.0,19.5
401,5,226.0,26.5
401,16,224.5,28.5
401,17,226.0,25.0
401,18,222.5,40.5
402,2,219.0,27.0
402,16,217.0,29.5
402,17,230.0,6.0
402,18,216.5,34.0
403,15,223.0,23.0
403,16,227.5,13.5
403,17,217.0,37.5
403,18,230.0,12.0
404,8,225.5,14.5
404,16,221.0,24.0
404,17,223.5,21.5
404,18,223.0,23.0
405,8,223.0,29.0
405,16,225.0,22.0
405,17,225.5,25.5
405,18,224.5,27.0
406,11,216.5,35.5
406,16,222.5,16.0
406,17,216.0,33.5
406,18,223.5,17.5
407,8,226.0,27.5
407,16,228.5,22.5
407,17,228.5,24.0
407,18,227.0,27.5
408,11,223.5,33.5
408,16,224.5,31.5
408,17,221.5,42.5
408,18,227.0,27.0
409,10,226.0,20.0
409,16,228.5,13.5
409,17,222.0,31.5
409,18,227.0,22.0
410,13,215.5,37.5
410,16,221.0,21.5
410,17,215.0,36.5
410,18,226.5,11.5
411,12,219.5,21.5
411,16,219.5,21.5
411,17,216.0,32.0
411,18,226.0,10.5
412,11,217.0,26.5
412,16,217.0,26.0
412,17,217.0,27.0
412,18,223.0,15.0
413,14,214.0,28.0
413,16,215.5,24.5
413,17,211.0,36.5
413,18,224.0,9.5
414,11,224.0,33.0
414,16,225.0,32.5
414,17,224.5,31.5
414,18,228.5,24.5
415,11,221.5,32.0
415,16,225.0,19.5
415,17,221.5,29.5
415,18,227.5,19.5
416,12,223.0,24.5
416,16,225.0,22.0
416,17,220.5,33.5
416,18,225.0,23.5
417,8,224.5,33.0
417,16,227.5,23.5
417,17,228.0,25.0
417,18,228.5,23.0
418,6,224.0,25.0
418,16,226.5,15.0
418,17,229.0,16.5
418,18,221.5,35.5
419,9,222.5,27.5
419,16,224.0,25.0
419,17,223.0,29.5
419,18,228.0,19.5
420,7,224.5,28.5
420,16,223.5,33.0
420,17,227.5,23.0
420,18,227.0,22.0
421,4,222.0,27.0
421,16,221.0,26.0
421,17,225.5,18.0
421,18,220.0,31.5
422,9,223.5,31.5
422,16,227.0,19.5
422,17,224.0,28.5
422,18,226.0,27.0
423,5,228.0,20.0
423,16,227.0,22.0
423,17,228.0,21.5
423,18,225.5,26.5
424,5,222.0,28.5
424,16,223.5,18.5
424,17,225.0,25.0
424,18,220.0,36.0
425,6,224.5,33.0
425,16,227.0,24.5
425,17,226.5,26.5
425,18,225.5,32.5
426,13,218.0,35.5
426,16,222.0,21.0
426,17,218.0,33.0
426,18,224.0,22.5
427,7,224.5,51.5
427,16,228.5,27.0
427,17,226.0,38.5
427,18,226.0,44.5
428,11,221.5,38.5
428,16,222.5,32.0
428,17,222.5,29.5
428,18,225.5,25.5
429,8,219.5,31.5
429,16,227.5,13.0
429,17,222.5,24.5
429,18,222.0,26.0
430,5,223.5,17.5
430,16,215.5,34.0
430,17,223.5,16.0
430,18,217.5,29.5
431,7,224.5,30.0
431,16,229.5,17.0
431,17,227.0,27.5
431,18,225.5,31.5
432,4,219.0,32.5
432,16,216.5,36.5
432,17,225.5,19.0
432,18,218.5,33.5
433,10,230.0,24.5
433,16,229.5,25.0
433,17,226.5,36.0
433,18,229.0,30.5
434,6,229.0,25.0
434,16,228.5,23.5
434,17,228.5,27.0
434,18,228.5,26.5
435,13,219.0,31.0
435,16,224.0,16.5
435,17,217.0,37.0
435,18,222.0,26.0
436,9,220.0,27.0
436,16,222.5,20.5
436,17,221.0,25.0
436,18,222.5,22.5
437,10,222.5,30.5
437,16,225.5,22.5
437,17,221.5,35.0
437,18,223.5,29.0
438,13,219.0,28.5
438,16,220.0,23.5
438,17,216.0,35.5
438,18,224.0,18.0
439,6,221.5,26.5
439,16,223.0,18.5
439,17,221.5,27.0
439,18,221.5,28.5
440,8,217.0,51.0
440,16,219.5,32.0
440,17,222.0,30.0
440,18,221.5,28.0
441,15,220.5,32.0
441,16,228.5,10.0
441,17,216.0,43.5
441,18,229.5,13.0
442,14,212.0,31.0
442,16,214.0,26.0
442,17,213.5,25.5
442,18,228.0,4.0
443,12,217.5,26.0
443,16,225.0,12.5
443,17,216.0,32.0
443,18,224.0,16.0
444,6,218.5,29.5
444,16,221.0,23.5
444,17,225.0,17.5
444,18,218.5,29.0
445,13,221.0,32.5
445,16,229.5,11.5
445,17,220.0,34.0
445,18,224.5,25.5
446,7,225.0,22.5
446,16,225.5,20.0
446,17,225.0,23.0
446,18,224.0,26.5
447,5,224.0,26.5
447,16,221.5,26.0
447,17,229.5,13.5
447,18,221.0,31.5
448,9,224.0,32.5
448,16,226.5,26.5
448,17,224.5,36.0
448,18,224.0,41.5
449,13,224.0,15.5
449,16,227.5,6.0
449,17,216.0,34.5
449,18,229.5,11.5
450,5,220.0,27.5
450,16,219.5,28.5
450,17,226.0,14.5
450,18,218.5,31.5
451,7,222.5,35.0
451,16,224.5,24.5
451,17,224.0,28.5
451,18,222.0,35.5
452,9,219.0,30.0
452,16,222.5,21.5
452,17,220.0,31.0
452,18,220.5,30.0
453,7,224.5,30.5
453,16,227.5,19.5
453,17,227.0,23.0
453,18,225.5,28.0
454,9,211.5,46.0
454,16,222.5,14.5
454,17,214.0,33.5
454,18,216.5,28.0
455,10,219.0,27.0
455,16,224.0,12.5
455,17,218.5,26.0
455,18,221.5,21.0
456,11,226.0,21.0
456,16,227.0,20.0
456,17,221.5,33.0
456,18,225.5,25.5
457,11,224.0,26.0
457,16,224.5,23.0
457,17,221.5,31.0
457,18,226.0,22.5
458,4,214.5,33.0
458,16,215.0,26.5
458,17,226.0,11.0
458,18,215.5,28.5
459,9,224.5,33.5
459,16,227.0,26.5
459,17,227.5,26.0
459,18,229.0,22.5
460,11,224.0,46.5
460,16,227.5,27.5
460,17,226.0,31.5
460,18,230.0,24.5
461,15,223.0,19.0
461,16,220.5,23.0
461,17,214.5,39.0
461,18,225.5,14.5
462,5,226.5,34.5
462,16,227.0,28.5
462,17,229.0,25.5
462,18,226.5,33.0
463,6,224.0,23.5
463,16,220.5,34.5
463,17,226.0,24.0
463,18,220.5,37.5
464,6,219.5,30.5
464,16,220.5,25.0
464,17,222.5,23.5
464,18,219.5,30.5
465,7,224.0,17.0
465,16,221.0,21.5
465,17,220.0,27.0
465,18,219.5,30.0
466,7,219.5,30.0
466,16,221.0,24.0
466,17,223.5,20.0
466,18,221.0,25.5
467,6,218.5,32.5
467,16,219.0,31.5
467,17,223.5,22.5
467,18,218.0,35.0
468,14,221.0,29.0
468,16,225.0,19.5
468,17,218.0,38.5
468,18,225.5,17.5
469,7,219.0,30.5
469,16,224.0,17.0
469,17,222.0,23.5
469,18,219.5,30.0
470,6,220.5,31.5
470,16,222.5,24.0
470,17,225.0,21.5
470,18,221.5,28.5
471,9,221.0,31.5
471,16,223.5,23.0
471,17,223.0,28.5
471,18,224.0,25.5
472,10,225.0,44.0
472,16,228.0,27.0
472,17,224.0,46.5
472,18,228.0,32.5
473,0,224.5,6.0
473,16,214.5,24.0
473,17,221.5,16.0
473,18,214.0,30.5
474,12,208.5,36.0
474,16,211.0,28.0
474,17,210.0,30.0
474,18,223.5,8.0
475,6,219.5,33.0
475,16,219.5,29.5
475,17,224.0,23.0
475,18,219.0,34.0
476,5,225.5,25.5
476,16,226.0,23.0
476,17,228.0,20.5
476,18,223.5,31.5
477,4,222.5,27.0
477,16,221.0,30.5
477,17,227.0,19.5
477,18,219.5,43.5
478,6,220.5,34.5
478,16,220.5,32.0
478,17,224.0,23.5
478,18,221.0,32.0
479,6,226.0,30.5
479,16,228.0,23.0
479,17,228.5,24.0
479,18,226.5,28.5
480,7,223.0,44.5
480,16,227.0,24.0
480,17,226.0,29.0
480,18,226.5,28.5
481,6,217.0,31.5
481,16,219.5,24.5
481,17,224.0,14.5
481,18,221.0,23.5
482,11,223.5,15.5
482,16,221.5,19.5
482,17,217.5,30.0
482,18,220.0,27.0
483,13,215.5,33.5
483,16,219.0,20.5
483,17,214.0,33.5
483,18,226.0,12.5
484,9,221.0,28.0
484,16,224.5,16.0
484,17,222.0,26.5
484,18,224.5,21.5
485,12,218.5,34.5
485,16,223.5,17.5
485,17,219.0,31.5
485,18,226.0,22.5
486,7,226.0,19.5
486,16,221.0,26.0
486,17,220.0,34.5
486,18,221.5,31.0
487,7,222.5,34.0
487,16,221.0,40.5
487,17,226.0,23.0
487,18,224.5,28.0
488,12,213.5,42.5
488,16,225.0,9.5
488,17,215.5,30.0
488,18,225.0,13.5
489,7,218.0,32.5
489,16,219.5,27.0
489,17,222.0,21.5
489,18,222.0,22.0
490,2,210.0,38.5
490,16,211.0,30.0
490,17,222.5,10.0
490,18,211.0,34.5
491,3,217.0,33.0
491,16,216.5,40.0
491,17,226.0,17.0
491,18,216.0,43.5
492,2,220.5,29.0
492,16,221.5,25.0
492,17,226.5,21.0
492,18,218.5,45.5
493,15,223.0,29.0
493,16,229.0,16.0
493,17,218.0,50.5
493,18,225.5,24.5
494,3,216.5,34.0
494,16,221.0,20.0
494,17,226.0,15.0
494,18,216.0,40.5
495,3,212.5,37.5
495,16,216.5,23.0
495,17,227.5,7.5
495,18,214.0,35.0
496,2,221.5,25.5
496,16,219.0,29.5
496,17,226.0,18.5
496,18,218.5,37.0
497,4,222.0,25.0
497,16,221.0,28.5
497,17,227.5,17.0
497,18,219.5,34.5
498,10,220.0,26.5
498,16,224.5,14.0
498,17,219.5,26.0
498,18,222.0,22.5
499,4,222.0,33.5
499,16,227.5,17.0
499,17,226.5,21.0
499,18,223.0,31.5
500,8,222.0,9.0
500,16,215.0,22.5
500,17,216.5,21.0
500,18,215.0,26.5
501,2,214.5,35.5
501,16,217.0,24.5
501,17,226.5,11.0
501,18,214.5,39.5
502,5,224.0,23.5
502,16,221.0,29.5
502,17,226.0,20.0
502,18,222.0,30.0
503,8,227.5,17.5
503,16,227.0,21.0
503,17,225.5,25.5
503,18,227.0,24.0
504,13,217.0,46.0
504,16,225.0,19.5
504,17,216.0,49.0
504,18,221.5,29.5
505,8,225.0,32.0
505,16,226.5,28.5
505,17,227.0,30.0
505,18,224.5,38.5
506,9,219.5,33.5
506,16,224.5,18.5
506,17,219.5,35.0
506,18,222.0,30.0
507,11,223.5,13.5
507,16,222.5,16.5
507,17,217.0,29.0
507,18,220.5,23.5
508,7,222.0,30.5
508,16,220.5,34.0
508,17,224.0,28.5
508,18,225.0,26.5
509,8,223.0,28.0
509,16,225.0,23.0
509,17,227.0,21.5
509,18,225.5,26.0
510,11,223.0,35.5
510,16,227.0,23.0
510,17,226.0,21.5
510,18,228.5,19.5
511,10,218.5,25.5
511,16,222.5,14.0
511,17,217.5,28.5
511,18,220.0,24.0
512,7,225.5,28.5
512,16,225.5,26.5
512,17,225.5,30.5
512,18,225.0,31.5
513,6,222.0,32.0
513,16,221.5,29.0
513,17,226.5,19.5
513,18,222.5,27.5
514,12,224.0,26.0
514,16,225.5,21.0
514,17,222.0,36.0
514,18,225.0,28.5
515,7,223.0,31.0
515,16,226.0,21.0
515,17,222.0,34.5
515,18,222.0,37.5
516,13,215.5,40.0
516,16,216.5,33.0
516,17,214.5,43.0
516,18,224.0,22.0
517,5,226.0,18.5
517,16,222.5,21.0
517,17,229.0,14.5
517,18,222.0,28.5
518,11,217.0,33.0
518,16,219.0,26.5
518,17,218.5,29.0
518,18,222.5,21.5
519,13,217.5,37.0
519,16,224.5,16.5
519,17,217.0,34.5
519,18,226.5,15.0
520,11,219.5,34.0
520,16,222.0,25.5
520,17,220.5,31.0
520,18,222.5,26.0
521,12,215.5,27.0
521,16,222.0,15.5
521,17,214.5,33.5
521,18,220.0,24.0
522,2,217.5,33.5
522,16,219.0,24.5
522,17,229.5,8.0
522,18,218.0,31.5
523,13,220.0,36.0
523,16,224.0,21.0
523,17,219.0,34.5
523,18,226.5,20.5
524,8,224.5,26.5
524,16,225.0,23.0
524,17,226.5,23.0
524,18,226.0,24.0
525,7,222.5,34.0
525,16,224.5,22.0
525,17,224.0,26.0
525,18,224.5,26.5
526,12,224.5,23.5
526,16,224.5,24.0
526,17,221.5,35.0
526,18,226.5,22.5
527,10,225.5,25.5
527,16,227.5,18.5
527,17,224.0,29.5
527,18,226.0,27.5
528,9,227.5,24.5
528,16,229.0,23.5
528,17,226.5,31.0
528,18,226.5,34.5
529,3,216.0,46.5
529,16,217.5,33.5
529,17,226.0,17.5
529,18,217.5,39.0
530,14,216.0,31.0
530,16,221.0,17.5
530,17,213.5,35.5
530,18,227.5,8.5
531,14,222.5,29.0
531,16,226.5,21.0
531,17,220.0,35.0
531,18,230.0,18.5
532,6,223.0,33.0
532,16,225.0,24.0
532,17,226.5,27.5
532,18,224.5,29.5
533,5,220.0,27.5
533,16,221.5,22.0
533,17,224.0,19.0
533,18,219.5,29.5
534,8,226.5,31.5
534,16,227.0,31.0
534,17,227.0,33.0
534,18,228.5,28.5
535,3,213.0,34.0
535,16,214.5,27.5
535,17,229.0,3.5
535,18,213.5,34.0
536,7,229.0,23.0
536,16,227.0,28.0
536,17,228.0,24.5
536,18,227.5,28.5
537,11,217.0,31.0
537,16,220.5,19.5
537,17,217.0,30.0
537,18,228.5,10.0
538,5,225.5,8.5
538,16,215.0,29.0
538,17,216.5,30.0
538,18,214.0,38.0
539,4,215.0,28.0
539,16,214.5,27.5
539,17,226.5,7.5
539,18,214.0,31.5
540,13,215.0,36.5
540,16,217.0,25.0
540,17,214.5,33.0
540,18,224.0,17.5
541,6,224.0,29.5
541,16,223.0,26.0
541,17,229.0,19.5
541,18,224.5,27.5
542,4,219.5,31.0
542,16,219.5,28.0
542,17,229.0,11.0
542,18,219.0,30.0
543,11,223.0,32.0
543,16,228.0,17.5
543,17,223.0,29.0
543,18,230.0,18.0
544,14,222.0,35.0
544,16,228.5,19.0
544,17,220.0,36.5
544,18,229.0,19.0
545,8,224.0,37.0
545,16,227.5,23.5
545,17,227.5,27.0
545,18,227.5,28.0
546,6,224.0,17.5
546,16,217.0,32.0
546,17,222.0,24.0
546,18,220.0,27.5
547,3,215.0,32.0
547,16,215.5,27.5
547,17,225.0,10.5
547,18,216.5,29.0
548,4,222.5,28.5
548,16,223.5,26.0
548,17,229.5,17.0
548,18,223.0,27.0
549,4,215.0,27.5
549,16,213.0,26.5
549,17,224.0,11.0
549,18,212.5,31.0
550,9,218.5,31.0
550,16,221.5,24.0
550,17,221.5,24.5
550,18,223.5,22.5
551,7,222.0,30.0
551,16,223.0,22.5
551,17,224.5,25.0
551,18,224.0,28.5
552,9,217.0,30.5
552,16,225.0,12.0
552,17,220.5,22.5
552,18,224.5,17.5
553,9,221.0,31.5
553,16,221.0,34.5
553,17,224.0,28.0
553,18,225.5,24.5
554,9,219.5,34.5
554,16,225.0,20.0
554,17,222.0,29.5
554,18,222.5,28.5
555,8,220.5,39.5
555,16,227.5,16.0
555,17,225.5,25.5
555,18,224.5,26.5
556,9,221.5,24.5
556,16,221.0,25.0
556,17,220.0,32.0
556,18,220.5,29.5
557,9,224.5,35.0
557,16,229.5,20.5
557,17,229.5,24.5
557,18,228.5,25.5
558,9,220.5,36.5
558,16,226.5,19.0
558,17,224.0,26.0
558,18,224.0,27.5
559,5,222.0,25.5
559,16,220.5,24.5
559,17,227.5,14.0
559,18,220.0,29.0
560,6,226.0,6.5
560,16,215.5,26.0
560,17,219.0,24.0
560,18,216.0,30.0
561,9,224.5,35.5
561,16,228.5,23.0
561,17,228.0,24.5
561,18,229.0,25.0
562,9,219.5,32.5
562,16,224.0,22.0
562,17,222.5,26.0
562,18,226.5,19.0
