//************************************************
//Board:5202
//File_Format_Version:3.3
//Janus_Release:4.2.0
//Acquisition_Mode:Timing_CStart
//Time_LSB_Value_ns:0.5
//Time_Unit:ns
//Run#:7
//Start_Time_Epoch:1761219348054
//Start_Time_DateTime_UTC:Thu Oct 23 11:35:48 2025
//************************************************
TStamp_us,Board_Id,Num_Hits,CH_Id,DataType,ToA_ns,ToT_ns
297902340.3385,0,4,18,0x30,225.500000,25.000000
303041979.4105,0,4,18,0x30,225.500000,33.000000
303041979.4105,0,4,16,0x30,226.500000,28.000000
303041979.4105,0,4,7,0x30,227.000000,27.000000
303041979.4105,0,4,17,0x30,227.500000,27.000000
306746324.7865,0,4,16,0x30,222.500000,28.000000
306746324.7865,0,4,18,0x30,220.500000,41.000000
306746324.7865,0,4,17,0x30,222.000000,35.000000
306746324.7865,0,4,5,0x30,224.000000,26.500000
310468751.0745,0,4,10,0x30,226.500000,16.500000
310468751.0745,0,4,17,0x30,222.000000,29.500000
310468751.0745,0,4,11,0x30,224.500000,22.000000
310468751.0745,0,4,18,0x30,226.000000,20.500000
316149479.6825,0,4,0,0x30,224.500000,34.000000
316149479.6825,0,4,1,0x30,224.000000,47.000000
316149479.6825,0,4,2,0x30,224.500000,43.500000
316149479.6825,0,4,7,0x30,227.000000,32.500000
320817651.2905,0,4,18,0x30,228.500000,22.000000
320817651.2905,0,4,17,0x30,220.000000,43.000000
320817651.2905,0,4,12,0x30,221.500000,32.500000
320817651.2905,0,4,15,0x30,224.500000,31.500000
320940092.6825,0,4,9,0x30,215.500000,28.000000
320940092.6825,0,4,18,0x30,217.000000,26.000000
320940092.6825,0,4,16,0x30,225.000000,8.000000
320940092.6825,0,4,17,0x30,215.000000,32.000000
344286363.7625,0,4,14,0x30,214.000000,29.500000
344286363.7625,0,4,16,0x30,222.000000,12.500000
344286363.7625,0,4,17,0x30,212.500000,33.500000
344286363.7625,0,4,18,0x30,225.500000,10.500000
355500078.6505,0,7,7,0x30,236.000000,11.500000
355500078.6505,0,7,9,0x30,224.500000,36.500000
355500078.6505,0,7,8,0x30,226.000000,32.500000
355500078.6505,0,7,12,0x30,226.000000,28.500000
355500078.6505,0,7,10,0x30,228.000000,26.500000
355500078.6505,0,7,11,0x30,226.000000,35.500000
355500078.6505,0,7,13,0x30,228.500000,26.000000
393173762.9385,0,4,17,0x30,229.000000,15.500000
393173762.9385,0,4,3,0x30,220.500000,29.000000
393173762.9385,0,4,18,0x30,220.500000,33.500000
393173762.9385,0,4,16,0x30,221.500000,27.000000
400575881.9625,0,4,12,0x30,228.500000,8.000000
400575881.9625,0,4,13,0x30,217.000000,32.000000
400575881.9625,0,4,18,0x30,219.500000,29.500000
400575881.9625,0,4,17,0x30,215.000000,45.000000
400946837.1705,0,5,7,0x30,224.000000,28.000000
400946837.1705,0,5,8,0x30,224.000000,28.000000
400946837.1705,0,5,9,0x30,224.500000,27.500000
400946837.1705,0,5,11,0x30,225.000000,28.000000
400946837.1705,0,5,10,0x30,225.500000,24.500000
414141028.6585,0,9,9,0x30,224.500000,28.500000
414141028.6585,0,9,1,0x30,226.500000,24.000000
414141028.6585,0,9,5,0x30,223.500000,34.000000
414141028.6585,0,9,4,0x30,221.500000,45.500000
414141028.6585,0,9,8,0x30,226.500000,26.000000
414141028.6585,0,9,2,0x30,228.500000,20.000000
414141028.6585,0,9,3,0x30,221.000000,39.000000
414141028.6585,0,9,17,0x30,228.500000,21.500000
414141028.6585,0,9,18,0x30,221.500000,38.500000
443542559.7865,0,4,18,0x30,224.500000,24.500000
443542559.7865,0,4,7,0x30,220.500000,37.500000
443542559.7865,0,4,16,0x30,225.000000,21.500000
443542559.7865,0,4,17,0x30,226.000000,22.000000
451709163.7785,0,4,16,0x30,226.500000,24.500000
451709163.7785,0,4,18,0x30,223.000000,44.500000
451709163.7785,0,4,6,0x30,224.500000,31.000000
451709163.7785,0,4,17,0x30,226.000000,30.000000
452173361.1625,0,4,8,0x30,223.000000,18.500000
452173361.1625,0,4,5,0x30,228.000000,8.500000
452173361.1625,0,4,6,0x30,219.500000,28.000000
452173361.1625,0,4,7,0x30,219.500000,30.500000
458853726.5465,0,4,16,0x30,217.000000,25.500000
458853726.5465,0,4,18,0x30,215.500000,33.500000
458853726.5465,0,4,4,0x30,216.000000,34.000000
458853726.5465,0,4,17,0x30,229.500000,5.500000
462237727.7705,0,34,7,0x30,224.000000,6.000000
462237727.7705,0,34,14,0x30,224.500000,6.500000
462237727.7705,0,34,3,0x30,225.500000,4.500000
462237727.7705,0,34,18,0x30,225.500000,5.500000
462237727.7705,0,34,15,0x30,226.000000,5.500000
462237727.7705,0,34,4,0x30,227.500000,5.000000
462237727.7705,0,34,11,0x30,228.500000,4.500000
462237727.7705,0,34,12,0x30,228.500000,4.000000
462237727.7705,0,34,0,0x30,250.500000,8.000000
462237727.7705,0,34,8,0x30,251.000000,3.000000
462237727.7705,0,34,10,0x30,251.000000,6.000000
462237727.7705,0,34,13,0x30,251.500000,6.000000
462237727.7705,0,34,0,0x30,351.000000,10.500000
462237727.7705,0,34,16,0x30,351.000000,7.000000
462237727.7705,0,34,2,0x30,352.500000,10.500000
462237727.7705,0,34,1,0x30,353.000000,10.500000
462237727.7705,0,34,3,0x30,353.500000,9.500000
462237727.7705,0,34,7,0x30,353.500000,8.000000
462237727.7705,0,34,8,0x30,353.500000,7.500000
462237727.7705,0,34,10,0x30,353.500000,7.000000
462237727.7705,0,34,14,0x30,353.500000,9.000000
462237727.7705,0,34,9,0x30,354.000000,9.500000
462237727.7705,0,34,17,0x30,354.000000,8.000000
462237727.7705,0,34,18,0x30,354.500000,8.500000
462237727.7705,0,34,4,0x30,355.000000,8.500000
462237727.7705,0,34,12,0x30,355.000000,8.000000
462237727.7705,0,34,15,0x30,355.000000,8.500000
462237727.7705,0,34,6,0x30,355.500000,7.500000
462237727.7705,0,34,13,0x30,355.500000,7.500000
462237727.7705,0,34,5,0x30,356.000000,8.000000
462237727.7705,0,34,11,0x30,356.000000,8.000000
462237727.7705,0,34,0,0x30,422.000000,5.500000
462237727.7705,0,34,16,0x30,422.500000,4.500000
462237727.7705,0,34,7,0x30,423.500000,3.500000
462237730.7865,0,44,7,0x30,225.000000,5.500000
462237730.7865,0,44,9,0x30,225.000000,6.000000
462237730.7865,0,44,14,0x30,225.000000,5.500000
462237730.7865,0,44,1,0x30,226.000000,1.000000
462237730.7865,0,44,3,0x30,226.000000,2.500000
462237730.7865,0,44,18,0x30,226.000000,4.500000
462237730.7865,0,44,4,0x30,226.500000,5.000000
462237730.7865,0,44,15,0x30,226.500000,4.500000
462237730.7865,0,44,0,0x30,252.000000,7.000000
462237730.7865,0,44,5,0x30,257.000000,3.500000
462237730.7865,0,44,16,0x30,293.000000,4.500000
462237730.7865,0,44,8,0x30,658.000000,7.000000
462237730.7865,0,44,0,0x30,658.500000,9.500000
462237730.7865,0,44,1,0x30,658.500000,9.000000
462237730.7865,0,44,9,0x30,658.500000,6.000000
462237730.7865,0,44,16,0x30,659.000000,7.000000
462237730.7865,0,44,18,0x30,659.000000,5.500000
462237730.7865,0,44,4,0x30,659.500000,7.000000
462237730.7865,0,44,7,0x30,660.000000,7.500000
462237730.7865,0,44,10,0x30,660.000000,6.500000
462237730.7865,0,44,2,0x30,660.500000,8.000000
462237730.7865,0,44,13,0x30,660.500000,7.000000
462237730.7865,0,44,14,0x30,660.500000,6.500000
462237730.7865,0,44,15,0x30,660.500000,7.000000
462237730.7865,0,44,3,0x30,661.000000,7.000000
462237730.7865,0,44,5,0x30,663.000000,5.000000
462237730.7865,0,44,7,0x30,817.000000,7.000000
462237730.7865,0,44,14,0x30,817.500000,6.000000
462237730.7865,0,44,10,0x30,818.000000,5.500000
462237730.7865,0,44,17,0x30,818.000000,5.000000
462237730.7865,0,44,18,0x30,818.500000,5.000000
462237730.7865,0,44,15,0x30,819.000000,5.500000
462237730.7865,0,44,4,0x30,819.500000,5.500000
462237730.7865,0,44,6,0x30,819.500000,2.500000
462237730.7865,0,44,0,0x30,820.000000,31.000000
462237730.7865,0,44,13,0x30,820.000000,4.000000
462237730.7865,0,44,7,0x30,990.000000,5.500000
462237730.7865,0,44,14,0x30,990.000000,6.000000
462237730.7865,0,44,9,0x30,990.500000,6.000000
462237730.7865,0,44,10,0x30,990.500000,4.000000
462237730.7865,0,44,18,0x30,991.000000,5.000000
462237730.7865,0,44,15,0x30,991.500000,5.000000
462237730.7865,0,44,4,0x30,992.000000,5.500000
462237730.7865,0,44,11,0x30,993.000000,5.000000
462238066.5865,0,78,2,0x30,228.500000,9.000000
462238066.5865,0,78,8,0x30,228.500000,7.500000
462238066.5865,0,78,1,0x30,229.000000,8.000000
462238066.5865,0,78,3,0x30,229.000000,8.500000
462238066.5865,0,78,7,0x30,229.000000,8.500000
462238066.5865,0,78,9,0x30,229.000000,7.500000
462238066.5865,0,78,14,0x30,229.000000,8.000000
462238066.5865,0,78,0,0x30,229.500000,8.000000
462238066.5865,0,78,10,0x30,229.500000,7.500000
462238066.5865,0,78,17,0x30,229.500000,7.000000
462238066.5865,0,78,6,0x30,230.000000,7.500000
462238066.5865,0,78,15,0x30,230.000000,7.500000
462238066.5865,0,78,18,0x30,230.000000,6.500000
462238066.5865,0,78,4,0x30,230.500000,7.000000
462238066.5865,0,78,13,0x30,230.500000,7.000000
462238066.5865,0,78,5,0x30,231.500000,7.000000
462238066.5865,0,78,11,0x30,232.000000,6.000000
462238066.5865,0,78,16,0x30,255.000000,8.000000
462238066.5865,0,78,9,0x30,393.500000,7.000000
462238066.5865,0,78,2,0x30,394.000000,8.500000
462238066.5865,0,78,0,0x30,394.500000,8.500000
462238066.5865,0,78,1,0x30,394.500000,4.000000
462238066.5865,0,78,7,0x30,394.500000,8.500000
462238066.5865,0,78,8,0x30,394.500000,6.000000
462238066.5865,0,78,14,0x30,394.500000,8.000000
462238066.5865,0,78,3,0x30,395.000000,7.500000
462238066.5865,0,78,17,0x30,395.000000,6.500000
462238066.5865,0,78,18,0x30,395.000000,6.500000
462238066.5865,0,78,4,0x30,396.000000,6.500000
462238066.5865,0,78,6,0x30,396.000000,7.000000
462238066.5865,0,78,10,0x30,396.000000,7.000000
462238066.5865,0,78,13,0x30,396.000000,7.000000
462238066.5865,0,78,15,0x30,396.000000,6.500000
462238066.5865,0,78,5,0x30,397.500000,5.500000
462238066.5865,0,78,12,0x30,419.000000,5.000000
462238066.5865,0,78,16,0x30,419.000000,9.000000
462238066.5865,0,78,11,0x30,420.000000,8.500000
462238066.5865,0,78,9,0x30,570.500000,4.500000
462238066.5865,0,78,0,0x30,572.500000,5.500000
462238066.5865,0,78,16,0x30,727.500000,5.500000
462238066.5865,0,78,0,0x30,728.000000,10.000000
462238066.5865,0,78,1,0x30,728.000000,10.000000
462238066.5865,0,78,2,0x30,728.000000,10.000000
462238066.5865,0,78,3,0x30,728.500000,9.500000
462238066.5865,0,78,8,0x30,728.500000,9.000000
462238066.5865,0,78,9,0x30,728.500000,8.500000
462238066.5865,0,78,14,0x30,728.500000,9.000000
462238066.5865,0,78,7,0x30,729.000000,8.500000
462238066.5865,0,78,10,0x30,729.000000,9.000000
462238066.5865,0,78,17,0x30,729.000000,8.000000
462238066.5865,0,78,6,0x30,729.500000,8.500000
462238066.5865,0,78,15,0x30,729.500000,8.500000
462238066.5865,0,78,18,0x30,729.500000,7.500000
462238066.5865,0,78,4,0x30,730.000000,8.500000
462238066.5865,0,78,5,0x30,730.000000,8.500000
462238066.5865,0,78,13,0x30,730.500000,7.500000
462238066.5865,0,78,11,0x30,731.500000,7.000000
462238066.5865,0,78,12,0x30,733.000000,3.000000
462238066.5865,0,78,0,0x30,798.500000,5.500000
462238066.5865,0,78,2,0x30,915.500000,9.500000
462238066.5865,0,78,7,0x30,915.500000,8.500000
462238066.5865,0,78,8,0x30,915.500000,8.500000
462238066.5865,0,78,0,0x30,916.000000,9.000000
462238066.5865,0,78,1,0x30,916.000000,9.500000
462238066.5865,0,78,3,0x30,916.000000,9.000000
462238066.5865,0,78,9,0x30,916.000000,9.000000
462238066.5865,0,78,10,0x30,916.000000,7.500000
462238066.5865,0,78,14,0x30,916.000000,8.500000
462238066.5865,0,78,17,0x30,916.000000,7.500000
462238066.5865,0,78,6,0x30,916.500000,8.000000
462238066.5865,0,78,18,0x30,916.500000,7.500000
462238066.5865,0,78,4,0x30,917.000000,8.500000
462238066.5865,0,78,15,0x30,917.000000,7.500000
462238066.5865,0,78,12,0x30,917.500000,8.000000
462238066.5865,0,78,13,0x30,917.500000,7.500000
462238066.5865,0,78,5,0x30,918.000000,8.000000
462238066.5865,0,78,11,0x30,918.000000,8.000000
462238066.5865,0,78,16,0x30,944.500000,4.500000
463238075.0025,0,153,0,0x30,197.500000,7.500000
463238075.0025,0,153,2,0x30,197.500000,7.500000
463238075.0025,0,153,3,0x30,197.500000,7.500000
463238075.0025,0,153,7,0x30,197.500000,7.000000
463238075.0025,0,153,14,0x30,197.500000,7.000000
463238075.0025,0,153,9,0x30,198.000000,5.000000
463238075.0025,0,153,18,0x30,198.000000,5.500000
463238075.0025,0,153,15,0x30,198.500000,6.000000
463238075.0025,0,153,17,0x30,198.500000,4.500000
463238075.0025,0,153,4,0x30,199.000000,6.500000
463238075.0025,0,153,6,0x30,199.000000,6.000000
463238075.0025,0,153,8,0x30,199.000000,3.000000
463238075.0025,0,153,13,0x30,199.500000,5.500000
463238075.0025,0,153,5,0x30,200.000000,6.000000
463238075.0025,0,153,11,0x30,200.000000,5.500000
463238075.0025,0,153,1,0x30,223.500000,10.000000
463238075.0025,0,153,16,0x30,224.000000,8.500000
463238075.0025,0,153,10,0x30,224.500000,9.000000
463238075.0025,0,153,12,0x30,225.500000,7.500000
463238075.0025,0,153,0,0x30,310.000000,11.000000
463238075.0025,0,153,3,0x30,311.000000,10.000000
463238075.0025,0,153,14,0x30,311.000000,9.500000
463238075.0025,0,153,16,0x30,311.000000,8.500000
463238075.0025,0,153,2,0x30,311.500000,10.500000
463238075.0025,0,153,7,0x30,311.500000,7.000000
463238075.0025,0,153,13,0x30,311.500000,8.000000
463238075.0025,0,153,10,0x30,312.000000,8.000000
463238075.0025,0,153,1,0x30,312.500000,10.500000
463238075.0025,0,153,4,0x30,312.500000,9.000000
463238075.0025,0,153,8,0x30,313.000000,6.500000
463238075.0025,0,153,12,0x30,313.000000,9.000000
463238075.0025,0,153,5,0x30,313.500000,9.500000
463238075.0025,0,153,11,0x30,313.500000,8.000000
463238075.0025,0,153,15,0x30,313.500000,8.500000
463238075.0025,0,153,17,0x30,313.500000,7.000000
463238075.0025,0,153,6,0x30,314.000000,7.500000
463238075.0025,0,153,9,0x30,314.500000,8.000000
463238075.0025,0,153,18,0x30,316.500000,5.500000
463238075.0025,0,153,0,0x30,395.500000,8.000000
463238075.0025,0,153,7,0x30,397.000000,3.000000
463238075.0025,0,153,16,0x30,397.500000,5.500000
463238075.0025,0,153,2,0x30,399.500000,4.000000
463238075.0025,0,153,1,0x30,400.500000,3.000000
463238075.0025,0,153,12,0x30,400.500000,5.000000
463238075.0025,0,153,5,0x30,401.500000,3.500000
463238075.0025,0,153,0,0x30,456.500000,6.500000
463238075.0025,0,153,1,0x30,456.500000,7.500000
463238075.0025,0,153,18,0x30,456.500000,2.500000
463238075.0025,0,153,4,0x30,457.500000,6.500000
463238075.0025,0,153,9,0x30,457.500000,6.000000
463238075.0025,0,153,5,0x30,458.000000,7.000000
463238075.0025,0,153,11,0x30,458.000000,7.000000
463238075.0025,0,153,12,0x30,458.000000,6.000000
463238075.0025,0,153,16,0x30,483.500000,7.500000
463238075.0025,0,153,13,0x30,484.000000,6.000000
463238075.0025,0,153,2,0x30,484.500000,9.000000
463238075.0025,0,153,3,0x30,484.500000,8.000000
463238075.0025,0,153,7,0x30,484.500000,1.500000
463238075.0025,0,153,14,0x30,484.500000,6.000000
463238075.0025,0,153,15,0x30,487.000000,6.000000
463238075.0025,0,153,6,0x30,487.500000,6.000000
463238075.0025,0,153,4,0x30,544.000000,5.500000
463238075.0025,0,153,0,0x30,544.500000,4.000000
463238075.0025,0,153,11,0x30,545.000000,6.000000
463238075.0025,0,153,5,0x30,546.000000,4.000000
463238075.0025,0,153,16,0x30,570.500000,6.000000
463238075.0025,0,153,3,0x30,571.500000,6.500000
463238075.0025,0,153,1,0x30,572.000000,7.000000
463238075.0025,0,153,2,0x30,572.000000,7.000000
463238075.0025,0,153,12,0x30,572.000000,7.500000
463238075.0025,0,153,13,0x30,572.500000,0.500000
463238075.0025,0,153,0,0x30,630.000000,6.500000
463238075.0025,0,153,1,0x30,630.500000,5.500000
463238075.0025,0,153,4,0x30,630.500000,6.000000
463238075.0025,0,153,11,0x30,631.500000,6.000000
463238075.0025,0,153,5,0x30,632.000000,5.000000
463238075.0025,0,153,3,0x30,658.000000,9.000000
463238075.0025,0,153,2,0x30,658.500000,9.000000
463238075.0025,0,153,12,0x30,658.500000,8.500000
463238075.0025,0,153,14,0x30,659.000000,6.000000
463238075.0025,0,153,16,0x30,659.000000,6.500000
463238075.0025,0,153,6,0x30,660.000000,7.000000
463238075.0025,0,153,8,0x30,660.000000,6.500000
463238075.0025,0,153,9,0x30,660.500000,7.000000
463238075.0025,0,153,15,0x30,661.000000,6.000000
463238075.0025,0,153,17,0x30,661.500000,5.000000
463238075.0025,0,153,0,0x30,718.000000,9.000000
463238075.0025,0,153,1,0x30,718.000000,8.500000
463238075.0025,0,153,2,0x30,718.500000,9.000000
463238075.0025,0,153,3,0x30,718.500000,8.500000
463238075.0025,0,153,9,0x30,719.000000,7.000000
463238075.0025,0,153,4,0x30,719.500000,7.500000
463238075.0025,0,153,7,0x30,719.500000,7.500000
463238075.0025,0,153,8,0x30,719.500000,7.000000
463238075.0025,0,153,14,0x30,719.500000,6.500000
463238075.0025,0,153,5,0x30,720.000000,7.500000
463238075.0025,0,153,11,0x30,720.000000,7.000000
463238075.0025,0,153,6,0x30,720.500000,7.000000
463238075.0025,0,153,13,0x30,720.500000,6.500000
463238075.0025,0,153,15,0x30,720.500000,6.000000
463238075.0025,0,153,16,0x30,721.500000,4.500000
463238075.0025,0,153,12,0x30,747.000000,8.500000
463238075.0025,0,153,10,0x30,748.000000,9.000000
463238075.0025,0,153,17,0x30,748.000000,7.500000
463238075.0025,0,153,18,0x30,752.000000,3.500000
463238075.0025,0,153,0,0x30,806.500000,5.000000
463238075.0025,0,153,3,0x30,834.000000,9.000000
463238075.0025,0,153,16,0x30,834.000000,7.000000
463238075.0025,0,153,2,0x30,834.500000,9.500000
463238075.0025,0,153,14,0x30,834.500000,7.500000
463238075.0025,0,153,13,0x30,835.000000,6.000000
463238075.0025,0,153,1,0x30,836.000000,8.000000
463238075.0025,0,153,4,0x30,836.000000,6.500000
463238075.0025,0,153,5,0x30,836.000000,8.000000
463238075.0025,0,153,12,0x30,836.000000,7.000000
463238075.0025,0,153,6,0x30,836.500000,7.000000
463238075.0025,0,153,17,0x30,836.500000,6.000000
463238075.0025,0,153,11,0x30,837.000000,4.000000
463238075.0025,0,153,15,0x30,837.000000,7.000000
463238075.0025,0,153,9,0x30,838.000000,6.000000
463238075.0025,0,153,18,0x30,840.000000,3.500000
463238075.0025,0,153,0,0x30,893.000000,5.000000
463238075.0025,0,153,4,0x30,894.000000,4.500000
463238075.0025,0,153,11,0x30,895.000000,5.000000
463238075.0025,0,153,2,0x30,921.000000,9.500000
463238075.0025,0,153,3,0x30,921.000000,8.500000
463238075.0025,0,153,1,0x30,922.000000,8.500000
463238075.0025,0,153,5,0x30,922.000000,8.500000
463238075.0025,0,153,12,0x30,922.500000,7.500000
463238075.0025,0,153,14,0x30,922.500000,5.500000
463238075.0025,0,153,6,0x30,923.000000,6.500000
463238075.0025,0,153,16,0x30,923.000000,5.500000
463238075.0025,0,153,9,0x30,924.000000,6.500000
463238075.0025,0,153,15,0x30,924.500000,4.500000
463238075.0025,0,153,1,0x30,981.000000,9.500000
463238075.0025,0,153,0,0x30,982.000000,9.000000
463238075.0025,0,153,2,0x30,982.000000,9.500000
463238075.0025,0,153,3,0x30,982.000000,9.000000
463238075.0025,0,153,9,0x30,982.000000,8.000000
463238075.0025,0,153,4,0x30,982.500000,8.500000
463238075.0025,0,153,7,0x30,982.500000,8.500000
463238075.0025,0,153,8,0x30,982.500000,8.000000
463238075.0025,0,153,14,0x30,982.500000,7.500000
463238075.0025,0,153,17,0x30,983.000000,6.000000
463238075.0025,0,153,5,0x30,983.500000,8.000000
463238075.0025,0,153,6,0x30,983.500000,8.000000
463238075.0025,0,153,11,0x30,983.500000,7.500000
463238075.0025,0,153,12,0x30,983.500000,7.000000
463238075.0025,0,153,13,0x30,983.500000,7.500000
463238075.0025,0,153,15,0x30,983.500000,7.000000
463238075.0025,0,153,18,0x30,983.500000,5.500000
463238075.0025,0,153,16,0x30,984.500000,5.500000
463238075.0025,0,153,10,0x30,985.500000,6.000000
472355585.1065,0,4,17,0x30,225.500000,33.500000
472355585.1065,0,4,18,0x30,224.500000,41.500000
472355585.1065,0,4,7,0x30,228.500000,25.000000
472355585.1065,0,4,8,0x30,225.000000,37.000000
472359917.3225,0,4,12,0x30,226.500000,7.000000
472359917.3225,0,4,14,0x30,216.000000,32.000000
472359917.3225,0,4,13,0x30,216.500000,31.000000
472359917.3225,0,4,15,0x30,217.500000,29.000000
474478900.4025,0,4,2,0x30,222.000000,22.500000
474478900.4025,0,4,0,0x30,218.500000,31.000000
474478900.4025,0,4,17,0x30,225.500000,17.000000
474478900.4025,0,4,18,0x30,216.000000,45.000000
491961382.9625,0,5,17,0x30,227.500000,24.000000
491961382.9625,0,5,2,0x30,220.000000,39.500000
491961382.9625,0,5,3,0x30,218.500000,51.500000
491961382.9625,0,5,18,0x30,222.500000,32.500000
491961382.9625,0,5,1,0x30,223.000000,30.500000
508994526.6905,0,9,3,0x30,228.500000,20.500000
508994526.6905,0,9,15,0x30,224.500000,34.000000
508994526.6905,0,9,10,0x30,228.000000,27.000000
508994526.6905,0,9,7,0x30,228.500000,24.500000
