//************************************************
//Board:5202
//File_Format_Version:3.3
//Janus_Release:4.2.0
//Acquisition_Mode:Timing_CStart
//Time_LSB_Value_ns:0.5
//Time_Unit:ns
//Run#:7
//Start_Time_Epoch:1761219348054
//Start_Time_DateTime_UTC:Thu Oct 23 11:35:48 2025
//************************************************
TStamp_us,Board_Id,Num_Hits,CH_Id,DataType,ToA_ns,ToT_ns
3250245137.6185,0,4,17,0x30,219.000000,32.000000
3250245137.6185,0,4,16,0x30,220.000000,26.000000
3250245137.6185,0,4,18,0x30,222.000000,26.000000
3253679095.3865,0,4,3,0x30,224.500000,28.000000
3253679095.3865,0,4,18,0x30,220.500000,45.000000
3253679095.3865,0,4,2,0x30,222.000000,39.500000
3253679095.3865,0,4,0,0x30,219.500000,54.000000
3253899153.4025,0,5,16,0x30,228.500000,30.500000
3253899153.4025,0,5,7,0x30,229.000000,32.000000
3253899153.4025,0,5,8,0x30,229.000000,32.000000
3253899153.4025,0,5,9,0x30,228.500000,34.000000
3253899153.4025,0,5,10,0x30,230.500000,28.000000
3255756523.4745,0,4,16,0x30,226.500000,16.500000
3255756523.4745,0,4,17,0x30,217.500000,42.500000
3255756523.4745,0,4,18,0x30,228.000000,18.000000
3255756523.4745,0,4,13,0x30,229.000000,11.000000
3273940177.8585,0,4,14,0x30,227.000000,15.000000
3273940177.8585,0,4,13,0x30,222.500000,27.000000
3273940177.8585,0,4,18,0x30,224.000000,23.500000
3273940177.8585,0,4,17,0x30,218.500000,40.500000
3294962581.6825,0,5,12,0x30,225.000000,26.500000
3294962581.6825,0,5,17,0x30,229.000000,19.500000
3294962581.6825,0,5,18,0x30,223.000000,31.500000
3294962581.6825,0,5,8,0x30,233.000000,11.000000
3294962581.6825,0,5,9,0x30,222.500000,31.000000
3307183173.6105,0,4,8,0x30,227.000000,34.500000
3307183173.6105,0,4,16,0x30,229.500000,26.000000
3307183173.6105,0,4,17,0x30,228.500000,33.000000
3307183173.6105,0,4,18,0x30,229.000000,32.500000
3314132270.2025,0,4,16,0x30,218.000000,24.500000
3314132270.2025,0,4,17,0x30,214.500000,32.500000
3314132270.2025,0,4,13,0x30,215.000000,35.000000
3314132270.2025,0,4,18,0x30,225.000000,13.000000
3314158134.5785,0,4,17,0x30,212.000000,32.500000
3314158134.5785,0,4,14,0x30,213.000000,33.000000
3314158134.5785,0,4,16,0x30,216.500000,23.000000
3314158134.5785,0,4,18,0x30,223.500000,8.500000
3328107671.6585,0,4,16,0x30,226.000000,27.000000
3328107671.6585,0,4,17,0x30,226.000000,30.500000
3328107671.6585,0,4,7,0x30,226.500000,27.000000
3328107671.6585,0,4,18,0x30,226.500000,31.500000
3345005956.7465,0,4,16,0x30,224.500000,20.500000
3345005956.7465,0,4,17,0x30,222.000000,29.000000
3345005956.7465,0,4,10,0x30,223.000000,27.000000
3345005956.7465,0,4,18,0x30,225.500000,22.000000
3346571159.2585,0,4,18,0x30,216.500000,28.000000
3346571159.2585,0,4,16,0x30,219.000000,21.000000
3346571159.2585,0,4,17,0x30,214.500000,32.000000
3346571159.2585,0,4,10,0x30,224.500000,9.500000
3369327233.6425,0,4,16,0x30,220.000000,29.500000
3369327233.6425,0,4,17,0x30,216.500000,41.500000
3369327233.6425,0,4,13,0x30,217.000000,47.000000
3369327233.6425,0,4,18,0x30,222.500000,23.500000
3373232071.3785,0,4,16,0x30,222.500000,21.000000
3373232071.3785,0,4,10,0x30,219.500000,31.000000
3373232071.3785,0,4,17,0x30,220.000000,27.500000
3373232071.3785,0,4,18,0x30,223.000000,24.000000
3386059356.5305,0,9,9,0x30,222.000000,29.500000
3386059356.5305,0,9,16,0x30,223.500000,23.500000
3386059356.5305,0,9,18,0x30,220.500000,33.500000
3386059356.5305,0,9,4,0x30,224.000000,27.000000
3386059356.5305,0,9,3,0x30,218.500000,41.500000
3386059356.5305,0,9,5,0x30,224.000000,27.000000
3386059356.5305,0,9,6,0x30,224.000000,25.000000
3386059356.5305,0,9,10,0x30,225.500000,24.500000
3386059356.5305,0,9,7,0x30,233.000000,11.000000
3406751412.4185,0,4,16,0x30,227.000000,18.500000
3406751412.4185,0,4,17,0x30,222.500000,31.000000
3406751412.4185,0,4,11,0x30,223.000000,31.500000
3406751412.4185,0,4,18,0x30,230.000000,17.000000
3408625747.9385,0,5,12,0x30,228.000000,31.000000
3408625747.9385,0,5,18,0x30,226.000000,42.500000
3408625747.9385,0,5,17,0x30,226.500000,40.000000
3408625747.9385,0,5,11,0x30,229.000000,28.500000
3408625747.9385,0,5,10,0x30,230.000000,27.500000
3412746851.0025,0,4,4,0x30,217.500000,25.500000
3412746851.0025,0,4,1,0x30,218.500000,20.500000
3412746851.0025,0,4,6,0x30,218.500000,24.500000
3412746851.0025,0,4,15,0x30,227.500000,12.000000
3419903133.7705,0,4,0,0x30,227.000000,32.000000
3419903133.7705,0,4,18,0x30,230.000000,28.500000
3419903133.7705,0,4,13,0x30,224.500000,61.000000
3419903133.7705,0,4,17,0x30,224.500000,47.000000
3480599839.6265,0,4,16,0x30,222.500000,28.000000
3480599839.6265,0,4,18,0x30,222.000000,34.500000
3480599839.6265,0,4,4,0x30,224.000000,26.500000
3480599839.6265,0,4,17,0x30,229.500000,18.000000
3505166320.2585,0,4,2,0x30,220.000000,17.500000
3505166320.2585,0,4,3,0x30,213.000000,37.500000
3505166320.2585,0,4,18,0x30,223.500000,11.500000
3505166320.2585,0,4,4,0x30,225.500000,9.000000
3526059165.2105,0,4,16,0x30,226.500000,8.000000
3526059165.2105,0,4,17,0x30,217.500000,32.000000
3526059165.2105,0,4,10,0x30,218.000000,30.500000
3526059165.2105,0,4,18,0x30,219.500000,26.500000
3538563890.9785,0,4,16,0x30,224.000000,20.000000
3538563890.9785,0,4,8,0x30,220.500000,30.500000
3538563890.9785,0,4,18,0x30,222.000000,31.000000
3538563890.9785,0,4,17,0x30,222.500000,27.500000
3552742736.4265,0,4,17,0x30,230.000000,22.500000
3552742736.4265,0,4,18,0x30,225.000000,35.500000
3552742736.4265,0,4,6,0x30,225.500000,34.500000
3552742736.4265,0,4,16,0x30,227.000000,29.500000
3562195077.0985,0,6,12,0x30,226.500000,32.000000
3562195077.0985,0,6,13,0x30,228.000000,32.000000
3562195077.0985,0,6,15,0x30,228.500000,31.500000
3562195077.0985,0,6,10,0x30,230.000000,26.000000
3562195077.0985,0,6,18,0x30,239.000000,9.500000
3562195077.0985,0,6,17,0x30,225.000000,36.500000
3562522573.5785,0,4,2,0x30,222.500000,35.000000
3562522573.5785,0,4,3,0x30,224.500000,32.000000
3562522573.5785,0,4,14,0x30,225.000000,34.000000
3562522573.5785,0,4,4,0x30,228.000000,27.000000
3567700955.4105,0,4,17,0x30,229.000000,9.500000
3567700955.4105,0,4,18,0x30,216.500000,35.000000
3567700955.4105,0,4,16,0x30,217.000000,28.500000
3567700955.4105,0,4,1,0x30,217.500000,31.000000
3598801814.0345,0,4,12,0x30,227.500000,25.000000
3598801814.0345,0,4,13,0x30,226.500000,31.500000
3598801814.0345,0,4,14,0x30,227.000000,27.500000
3598801814.0345,0,4,15,0x30,227.000000,34.000000
3600440730.0905,0,4,13,0x30,219.000000,34.500000
3600440730.0905,0,4,17,0x30,219.500000,30.000000
3600440730.0905,0,4,16,0x30,230.000000,7.000000
3600440730.0905,0,4,18,0x30,230.500000,9.000000
3620266895.6025,0,4,16,0x30,223.000000,21.500000
3620266895.6025,0,4,4,0x30,220.500000,29.000000
3620266895.6025,0,4,18,0x30,221.000000,28.000000
3620266895.6025,0,4,17,0x30,228.000000,15.000000
3635079762.3225,0,4,17,0x30,224.000000,21.000000
3635079762.3225,0,4,16,0x30,217.500000,35.500000
3635079762.3225,0,4,6,0x30,218.000000,37.000000
3635079762.3225,0,4,18,0x30,220.500000,27.500000
3635427070.2665,0,4,16,0x30,225.000000,27.500000
3635427070.2665,0,4,17,0x30,222.000000,45.500000
3635427070.2665,0,4,18,0x30,227.500000,28.000000
3635427070.2665,0,4,11,0x30,228.000000,22.000000
3637373306.0185,0,5,1,0x30,225.000000,28.000000
3637373306.0185,0,5,3,0x30,223.500000,31.500000
3637373306.0185,0,5,2,0x30,224.000000,30.000000
3637373306.0185,0,5,0,0x30,225.500000,23.500000
3637373306.0185,0,5,4,0x30,225.500000,27.500000
3638316036.6665,0,5,5,0x30,235.500000,19.000000
3638316036.6665,0,5,7,0x30,228.500000,37.000000
3638316036.6665,0,5,6,0x30,229.500000,33.000000
3638316036.6665,0,5,17,0x30,230.000000,33.500000
3638316036.6665,0,5,18,0x30,230.000000,34.000000
3660865708.3705,0,4,8,0x30,225.500000,26.500000
3660865708.3705,0,4,17,0x30,226.500000,24.500000
3660865708.3705,0,4,16,0x30,225.000000,28.000000
3660865708.3705,0,4,18,0x30,226.500000,25.500000
3661496051.7705,0,4,18,0x30,226.000000,34.000000
3661496051.7705,0,4,16,0x30,226.500000,32.000000
3661496051.7705,0,4,4,0x30,227.500000,30.000000
3661496051.7705,0,4,17,0x30,230.000000,29.500000
3665326874.6025,0,4,16,0x30,229.500000,23.500000
3665326874.6025,0,4,8,0x30,227.500000,30.500000
3665326874.6025,0,4,17,0x30,229.000000,27.000000
3665326874.6025,0,4,18,0x30,229.500000,27.500000
3669701211.9625,0,4,16,0x30,226.500000,27.000000
3669701211.9625,0,4,6,0x30,224.000000,43.500000
3669701211.9625,0,4,18,0x30,225.500000,36.500000
3669701211.9625,0,4,17,0x30,228.000000,28.000000
3686753470.4185,0,4,17,0x30,219.000000,26.000000
3686753470.4185,0,4,18,0x30,216.500000,34.500000
3686753470.4185,0,4,16,0x30,217.000000,28.500000
3686753470.4185,0,4,6,0x30,224.500000,14.000000
3701595474.1385,0,4,9,0x30,217.000000,25.000000
3701595474.1385,0,4,12,0x30,223.000000,11.500000
3701595474.1385,0,4,13,0x30,214.500000,35.000000
3701595474.1385,0,4,16,0x30,224.500000,10.000000
3707623694.7385,0,4,16,0x30,229.500000,15.000000
3707623694.7385,0,4,5,0x30,225.500000,25.000000
3707623694.7385,0,4,7,0x30,227.000000,21.500000
3707623694.7385,0,4,6,0x30,224.000000,31.500000
3717889377.9785,0,4,5,0x30,227.000000,14.000000
3717889377.9785,0,4,8,0x30,219.000000,36.500000
3717889377.9785,0,4,6,0x30,223.000000,24.500000
3717889377.9785,0,4,7,0x30,223.000000,25.000000
3721017721.5465,0,4,18,0x30,226.500000,26.000000
3721017721.5465,0,4,8,0x30,224.500000,29.500000
3721017721.5465,0,4,17,0x30,227.000000,24.500000
3721017721.5465,0,4,16,0x30,228.000000,19.500000
3722405309.7145,0,4,14,0x30,224.000000,29.000000
3722405309.7145,0,4,16,0x30,227.000000,20.500000
3722405309.7145,0,4,17,0x30,221.000000,37.500000
3722405309.7145,0,4,18,0x30,228.000000,19.500000
3772493145.3065,0,4,16,0x30,222.500000,25.500000
3772493145.3065,0,4,7,0x30,221.000000,33.500000
3772493145.3065,0,4,18,0x30,221.500000,34.000000
3772493145.3065,0,4,17,0x30,223.500000,28.000000
3777097563.8905,0,4,16,0x30,228.500000,15.500000
3777097563.8905,0,4,11,0x30,220.000000,39.000000
3777097563.8905,0,4,17,0x30,221.500000,27.500000
3777097563.8905,0,4,18,0x30,228.500000,15.000000
3797474073.9545,0,4,1,0x30,216.500000,26.500000
3797474073.9545,0,4,16,0x30,219.000000,21.500000
3797474073.9545,0,4,17,0x30,224.000000,16.000000
3797474073.9545,0,4,18,0x30,212.500000,50.000000
3798838302.4985,0,4,16,0x30,229.000000,22.000000
3798838302.4985,0,4,18,0x30,225.000000,39.500000
3798838302.4985,0,4,17,0x30,225.500000,38.000000
3798838302.4985,0,4,7,0x30,227.500000,27.000000
3810633263.0425,0,4,4,0x30,212.000000,24.500000
3810633263.0425,0,4,16,0x30,212.500000,21.500000
3810633263.0425,0,4,18,0x30,209.500000,30.500000
3810633263.0425,0,4,17,0x30,223.500000,8.000000
3826359191.0505,0,4,16,0x30,222.500000,20.500000
3826359191.0505,0,4,17,0x30,219.000000,31.500000
3826359191.0505,0,4,11,0x30,219.500000,31.000000
3826359191.0505,0,4,18,0x30,224.000000,19.500000
3828129890.8745,0,4,16,0x30,224.500000,17.500000
3828129890.8745,0,4,13,0x30,216.500000,39.000000
3828129890.8745,0,4,17,0x30,216.500000,36.500000
3828129890.8745,0,4,18,0x30,222.500000,23.500000
3842944112.5225,0,4,16,0x30,223.000000,37.500000
3842944112.5225,0,4,18,0x30,224.000000,40.000000
3842944112.5225,0,4,17,0x30,224.500000,35.500000
3842944112.5225,0,4,5,0x30,226.000000,29.500000
3853652334.6025,0,4,16,0x30,224.500000,23.000000
3853652334.6025,0,4,9,0x30,221.000000,34.500000
3853652334.6025,0,4,17,0x30,222.000000,31.500000
3853652334.6025,0,4,18,0x30,226.000000,25.000000
3856144007.7305,0,4,14,0x30,218.000000,25.500000
3856144007.7305,0,4,15,0x30,219.500000,24.000000
3856144007.7305,0,4,18,0x30,226.000000,13.000000
3856144007.7305,0,4,17,0x30,214.000000,37.500000
3858618856.4185,0,4,16,0x30,223.500000,19.000000
3858618856.4185,0,4,8,0x30,220.500000,25.500000
3858618856.4185,0,4,17,0x30,222.500000,22.500000
3858618856.4185,0,4,18,0x30,223.000000,23.000000
3888171460.5865,0,4,3,0x30,216.500000,29.000000
3888171460.5865,0,4,17,0x30,223.000000,17.500000
3888171460.5865,0,4,18,0x30,215.000000,38.500000
3888171460.5865,0,4,16,0x30,217.000000,29.000000
3891683927.0985,0,4,17,0x30,227.500000,29.000000
3891683927.0985,0,4,15,0x30,228.000000,32.500000
3891683927.0985,0,4,10,0x30,228.500000,25.500000
3891683927.0985,0,4,18,0x30,230.000000,24.000000
3913431531.1305,0,4,16,0x30,223.000000,26.000000
3913431531.1305,0,4,6,0x30,221.500000,32.000000
3913431531.1305,0,4,18,0x30,222.000000,32.500000
3913431531.1305,0,4,17,0x30,224.000000,24.500000
3915452957.9865,0,4,10,0x30,218.500000,26.000000
3915452957.9865,0,4,11,0x30,216.500000,33.000000
3915452957.9865,0,4,18,0x30,222.500000,19.000000
3915452957.9865,0,4,17,0x30,215.000000,35.000000
3918155156.9225,0,4,12,0x30,228.500000,23.000000
3918155156.9225,0,4,13,0x30,225.000000,37.000000
3918155156.9225,0,4,15,0x30,227.000000,29.000000
3918155156.9225,0,4,14,0x30,224.000000,39.000000
3925883312.5545,0,4,18,0x30,223.500000,28.000000
3925883312.5545,0,4,10,0x30,225.000000,25.000000
3925883312.5545,0,4,9,0x30,220.000000,46.000000
3925883312.5545,0,4,17,0x30,225.000000,26.000000
3933290375.9865,0,5,5,0x30,224.000000,27.500000
3933290375.9865,0,5,16,0x30,221.000000,37.000000
3933290375.9865,0,5,17,0x30,221.500000,39.500000
3933290375.9865,0,5,18,0x30,222.000000,39.000000
3933290375.9865,0,5,6,0x30,224.000000,28.500000
3983461567.2665,0,4,17,0x30,227.500000,30.500000
3983461567.2665,0,4,9,0x30,225.000000,37.000000
3983461567.2665,0,4,16,0x30,229.000000,25.500000
3983461567.2665,0,4,18,0x30,230.000000,27.500000
3989012966.7625,0,8,11,0x30,224.000000,28.000000
3989012966.7625,0,8,12,0x30,221.000000,39.000000
3989012966.7625,0,8,18,0x30,226.500000,24.500000
3989012966.7625,0,8,17,0x30,222.000000,32.500000
3989012966.7625,0,8,10,0x30,227.500000,22.000000
3989012966.7625,0,8,3,0x30,229.500000,15.000000
3989012966.7625,0,8,5,0x30,233.000000,12.000000
3989012966.7625,0,8,7,0x30,222.500000,35.500000
4014437192.9945,0,4,6,0x30,228.500000,24.500000
4014437192.9945,0,4,9,0x30,224.500000,36.000000
4014437192.9945,0,4,18,0x30,229.000000,24.500000
4014437192.9945,0,4,17,0x30,228.000000,26.500000
4021064432.9145,0,4,13,0x30,217.000000,28.000000
4021064432.9145,0,4,12,0x30,217.500000,23.000000
4021064432.9145,0,4,11,0x30,218.500000,22.500000
4021064432.9145,0,4,16,0x30,222.500000,15.000000
4021382380.9385,0,4,16,0x30,223.500000,16.000000
4021382380.9385,0,4,17,0x30,218.000000,31.000000
4021382380.9385,0,4,11,0x30,218.500000,32.500000
4021382380.9385,0,4,18,0x30,226.500000,15.500000
4035779506.1065,0,7,3,0x30,228.500000,31.500000
4035779506.1065,0,7,13,0x30,227.500000,42.000000
4035779506.1065,0,7,17,0x30,229.500000,30.000000
4035779506.1065,0,7,16,0x30,231.000000,24.500000
4035779506.1065,0,7,18,0x30,238.000000,16.000000
4035779506.1065,0,7,5,0x30,239.000000,13.000000
4035779506.1065,0,7,4,0x30,228.000000,37.000000
4041284996.9625,0,4,7,0x30,214.500000,30.500000
4041284996.9625,0,4,17,0x30,213.500000,38.000000
4041284996.9625,0,4,18,0x30,214.500000,34.500000
4041284996.9625,0,4,8,0x30,223.000000,9.500000
4042221362.0265,0,4,12,0x30,229.000000,24.000000
4042221362.0265,0,4,17,0x30,227.000000,31.500000
4042221362.0265,0,4,11,0x30,225.500000,45.500000
4042221362.0265,0,4,18,0x30,230.500000,25.500000
4051521111.7385,0,4,16,0x30,224.500000,27.000000
4051521111.7385,0,4,6,0x30,222.000000,40.000000
4051521111.7385,0,4,18,0x30,222.000000,42.500000
4051521111.7385,0,4,17,0x30,224.000000,31.000000
4061148730.3705,0,5,4,0x30,225.000000,10.000000
4061148730.3705,0,5,16,0x30,214.500000,32.500000
4061148730.3705,0,5,18,0x30,214.500000,34.000000
4061148730.3705,0,5,17,0x30,217.500000,28.000000
4061148730.3705,0,5,5,0x30,226.500000,7.000000
4062484723.3465,0,4,16,0x30,225.500000,13.500000
4062484723.3465,0,4,2,0x30,216.500000,33.500000
4062484723.3465,0,4,3,0x30,219.000000,27.000000
4062484723.3465,0,4,10,0x30,220.500000,27.500000
4071583574.6745,0,4,6,0x30,220.000000,28.000000
4071583574.6745,0,4,18,0x30,220.000000,29.500000
4071583574.6745,0,4,16,0x30,221.000000,24.500000
4071583574.6745,0,4,17,0x30,223.000000,22.500000
4076009350.2265,0,4,16,0x30,225.000000,26.000000
4076009350.2265,0,4,6,0x30,224.000000,33.500000
4076009350.2265,0,4,18,0x30,225.000000,29.500000
4076009350.2265,0,4,17,0x30,228.000000,24.500000
4096884202.3385,0,4,14,0x30,222.500000,19.000000
4096884202.3385,0,4,13,0x30,217.500000,35.500000
4096884202.3385,0,4,17,0x30,219.000000,27.000000
4096884202.3385,0,4,12,0x30,219.500000,26.000000
4109298388.8505,0,4,9,0x30,225.500000,14.500000
4109298388.8505,0,4,17,0x30,221.000000,30.000000
4109298388.8505,0,4,18,0x30,224.500000,21.500000
4109298388.8505,0,4,10,0x30,228.500000,14.000000
4110003523.8025,0,5,13,0x30,227.000000,32.500000
4110003523.8025,0,5,18,0x30,226.000000,42.500000
4110003523.8025,0,5,17,0x30,224.500000,53.000000
4110003523.8025,0,5,14,0x30,227.000000,31.500000
4110003523.8025,0,5,15,0x30,228.000000,30.500000
4116414258.5625,0,4,16,0x30,221.000000,28.000000
4116414258.5625,0,4,5,0x30,222.000000,27.500000
4116414258.5625,0,4,18,0x30,222.000000,28.500000
4116414258.5625,0,4,17,0x30,226.000000,19.500000
4120799683.8025,0,7,2,0x30,227.000000,31.000000
4120799683.8025,0,7,18,0x30,224.500000,37.000000
4120799683.8025,0,7,16,0x30,223.500000,58.500000
4120799683.8025,0,7,3,0x30,225.000000,37.000000
4120799683.8025,0,7,4,0x30,229.000000,28.000000
4120799683.8025,0,7,1,0x30,230.000000,28.500000
4120799683.8025,0,7,6,0x30,234.500000,20.000000
4141264021.4185,0,6,8,0x30,225.000000,33.000000
4141264021.4185,0,6,7,0x30,225.000000,38.500000
4141264021.4185,0,6,9,0x30,225.500000,32.500000
4141264021.4185,0,6,10,0x30,226.500000,32.500000
4141264021.4185,0,6,11,0x30,224.000000,51.000000
4141264021.4185,0,6,12,0x30,227.000000,28.500000
4150111902.2985,0,4,16,0x30,221.000000,24.000000
4150111902.2985,0,4,8,0x30,219.500000,26.500000
4150111902.2985,0,4,18,0x30,222.000000,22.500000
4150111902.2985,0,4,17,0x30,225.000000,16.500000
4156162684.3065,0,4,5,0x30,224.000000,20.000000
4156162684.3065,0,4,4,0x30,217.000000,36.500000
4156162684.3065,0,4,18,0x30,218.500000,32.000000
4156162684.3065,0,4,17,0x30,221.000000,24.500000
4168663492.5945,0,4,16,0x30,228.500000,23.000000
4168663492.5945,0,4,7,0x30,226.500000,30.000000
4168663492.5945,0,4,18,0x30,227.000000,31.000000
4168663492.5945,0,4,17,0x30,228.000000,27.500000
4180389382.7625,0,4,16,0x30,226.500000,26.500000
4180389382.7625,0,4,17,0x30,224.000000,31.500000
4180389382.7625,0,4,10,0x30,226.000000,29.000000
4180389382.7625,0,4,18,0x30,228.000000,24.000000
4188721439.9545,0,4,3,0x30,220.000000,26.000000
4188721439.9545,0,4,2,0x30,220.500000,26.500000
4188721439.9545,0,4,1,0x30,221.000000,26.000000
4188721439.9545,0,4,14,0x30,222.000000,26.500000
4189687310.5385,0,5,3,0x30,225.000000,21.500000
4189687310.5385,0,5,4,0x30,225.000000,26.500000
4189687310.5385,0,5,17,0x30,227.500000,20.500000
4189687310.5385,0,5,16,0x30,220.500000,42.000000
4189687310.5385,0,5,18,0x30,223.500000,30.500000
4195899639.8905,0,4,12,0x30,217.000000,27.000000
4195899639.8905,0,4,16,0x30,221.000000,16.500000
4195899639.8905,0,4,17,0x30,216.000000,32.500000
4195899639.8905,0,4,18,0x30,226.500000,11.000000
4209649171.7465,0,4,6,0x30,228.500000,14.500000
4209649171.7465,0,4,16,0x30,222.500000,26.000000
4209649171.7465,0,4,18,0x30,220.500000,37.500000
4209649171.7465,0,4,17,0x30,223.000000,29.500000
4241015352.4985,0,4,8,0x30,225.000000,29.000000
4241015352.4985,0,4,9,0x30,225.000000,30.500000
4241015352.4985,0,4,11,0x30,225.500000,31.500000
4241015352.4985,0,4,10,0x30,226.000000,29.000000
4241277122.9625,0,4,9,0x30,223.500000,17.500000
4241277122.9625,0,4,16,0x30,222.000000,24.000000
4241277122.9625,0,4,17,0x30,219.500000,34.000000
4241277122.9625,0,4,18,0x30,223.500000,22.500000
4243398847.4265,0,4,12,0x30,217.000000,24.500000
4243398847.4265,0,4,15,0x30,213.000000,41.000000
4243398847.4265,0,4,18,0x30,225.000000,10.000000
4243398847.4265,0,4,17,0x30,210.500000,40.500000
4247771754.5145,0,4,0,0x30,219.000000,16.000000
4247771754.5145,0,4,17,0x30,218.500000,22.500000
4247771754.5145,0,4,18,0x30,210.000000,55.000000
4247771754.5145,0,4,1,0x30,226.500000,6.500000
4250918886.3145,0,4,17,0x30,223.500000,19.000000
4250918886.3145,0,4,8,0x30,218.000000,31.500000
4250918886.3145,0,4,9,0x30,215.000000,44.500000
4250918886.3145,0,4,18,0x30,220.000000,27.000000
4310859558.8905,0,4,16,0x30,226.000000,17.000000
4310859558.8905,0,4,6,0x30,220.500000,36.000000
4310859558.8905,0,4,17,0x30,221.500000,31.500000
4310859558.8905,0,4,18,0x30,221.500000,34.500000
4313536760.8425,0,4,6,0x30,227.500000,24.000000
4313536760.8425,0,4,18,0x30,227.500000,24.000000
4313536760.8425,0,4,17,0x30,230.000000,20.500000
4313536760.8425,0,4,16,0x30,223.000000,40.000000
4318462538.3465,0,4,16,0x30,213.000000,31.500000
4318462538.3465,0,4,18,0x30,212.500000,40.500000
4318462538.3465,0,4,4,0x30,215.000000,30.500000
4318462538.3465,0,4,17,0x30,226.000000,8.500000
4327597987.3225,0,6,9,0x30,229.500000,23.000000
4327597987.3225,0,6,2,0x30,224.500000,32.500000
4327597987.3225,0,6,16,0x30,225.500000,28.500000
4327597987.3225,0,6,18,0x30,223.500000,39.500000
4327597987.3225,0,6,1,0x30,227.500000,28.000000
4327597987.3225,0,6,12,0x30,228.000000,27.500000
4341506491.8665,0,5,14,0x30,226.000000,23.500000
4341506491.8665,0,5,10,0x30,222.500000,35.500000
4341506491.8665,0,5,4,0x30,219.500000,50.000000
4341506491.8665,0,5,11,0x30,222.500000,35.000000
4341506491.8665,0,5,13,0x30,223.500000,32.000000
4348859121.8345,0,4,16,0x30,221.500000,27.500000
4348859121.8345,0,4,18,0x30,221.500000,33.000000
4348859121.8345,0,4,2,0x30,224.500000,21.500000
4348859121.8345,0,4,17,0x30,226.000000,21.000000
4360660247.6185,0,4,12,0x30,214.500000,29.000000
4360660247.6185,0,4,18,0x30,220.000000,23.000000
4360660247.6185,0,4,16,0x30,223.500000,10.500000
4360660247.6185,0,4,17,0x30,214.000000,33.000000
4366425762.6825,0,4,17,0x30,227.500000,12.500000
4366425762.6825,0,4,6,0x30,217.500000,32.000000
4366425762.6825,0,4,7,0x30,217.500000,30.500000
4366425762.6825,0,4,5,0x30,218.000000,30.000000
4412484177.7225,0,4,12,0x30,217.000000,26.500000
4412484177.7225,0,4,16,0x30,221.000000,18.000000
4412484177.7225,0,4,17,0x30,214.000000,36.500000
4412484177.7225,0,4,18,0x30,222.500000,19.000000
4421818553.2585,0,4,6,0x30,224.500000,26.500000
4421818553.2585,0,4,7,0x30,222.500000,35.500000
4421818553.2585,0,4,17,0x30,226.000000,23.000000
4421818553.2585,0,4,18,0x30,222.000000,35.500000
4431038855.7625,0,4,17,0x30,223.500000,27.500000
4431038855.7625,0,4,10,0x30,225.000000,25.500000
4431038855.7625,0,4,18,0x30,227.000000,21.500000
4431038855.7625,0,4,16,0x30,228.500000,18.000000
4433382272.1465,0,12,2,0x30,226.000000,27.000000
4433382272.1465,0,12,3,0x30,222.500000,35.000000
4433382272.1465,0,12,5,0x30,224.000000,34.500000
4433382272.1465,0,12,4,0x30,221.500000,45.000000
4433382272.1465,0,12,6,0x30,224.000000,34.500000
4433382272.1465,0,12,7,0x30,226.000000,29.000000
4433382272.1465,0,12,12,0x30,231.000000,19.500000
4433382272.1465,0,12,13,0x30,222.500000,46.500000
4433382272.1465,0,12,9,0x30,223.500000,34.000000
4433382272.1465,0,12,8,0x30,225.000000,28.500000
4433382272.1465,0,12,11,0x30,225.000000,31.000000
4433382272.1465,0,12,10,0x30,228.500000,25.000000
4438391019.8105,0,4,4,0x30,221.000000,20.500000
4438391019.8105,0,4,17,0x30,225.500000,13.000000
4438391019.8105,0,4,18,0x30,216.500000,33.500000
4438391019.8105,0,4,16,0x30,217.000000,29.000000
4457514912.9545,0,4,3,0x30,222.500000,31.000000
4457514912.9545,0,4,5,0x30,226.000000,26.500000
4457514912.9545,0,4,4,0x30,223.500000,34.000000
4457514912.9545,0,4,6,0x30,224.500000,29.000000
4461295010.7385,0,4,1,0x30,227.000000,16.500000
4461295010.7385,0,4,2,0x30,221.500000,29.000000
4461295010.7385,0,4,3,0x30,221.500000,29.000000
4461295010.7385,0,4,4,0x30,223.000000,25.500000
4463395345.0345,0,4,8,0x30,223.000000,33.500000
4463395345.0345,0,4,17,0x30,223.500000,33.500000
4463395345.0345,0,4,7,0x30,224.000000,31.000000
4463395345.0345,0,4,18,0x30,224.500000,29.500000
4481865983.8265,0,4,9,0x30,222.500000,35.000000
4481865983.8265,0,4,8,0x30,223.000000,31.500000
4481865983.8265,0,4,17,0x30,223.500000,31.000000
4481865983.8265,0,4,18,0x30,224.000000,31.500000
4485090324.4905,0,6,14,0x30,229.000000,28.000000
4485090324.4905,0,6,10,0x30,230.000000,27.500000
4485090324.4905,0,6,11,0x30,230.000000,30.500000
4485090324.4905,0,6,12,0x30,230.000000,24.000000
4485090324.4905,0,6,13,0x30,229.000000,32.500000
4485090324.4905,0,6,15,0x30,230.000000,31.000000
4509854035.9225,0,6,7,0x30,228.500000,30.500000
4509854035.9225,0,6,3,0x30,226.000000,36.000000
4509854035.9225,0,6,5,0x30,226.500000,36.500000
4509854035.9225,0,6,4,0x30,224.500000,54.000000
